Name,Profile,Permalink,Caption,Type,Date,Engagement,Engagement Ratio vs Average,Engagement Rate,Comments,Comments Ratio vs Average,Likes,Likes Ratio vs Average,Campaigns,Estimated Reach,Estimated Impressions
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/CsTdm4crcGm/,The House reveals its new Cruise 2024 collection in the heart of Seoul at Gyeongbokgung Palace marking the first time an event of its kind takes place at the historic location. #GucciCruise24,CAROUSEL_ALBUM,2023-05-16 08:31 AM,75545,-0.15,0.1445,317,-0.51,75228,-0.14,,3300536,3630590,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/reel/CxX1rmet1YP/,Ancora Milano#GucciAncora,reel,2023-09-19 07:56 AM,75084,-0.15,0.14334,519,-0.2,74565,-0.15,,4075770,4483347,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/C2Ku6H6i3Py/,Gulf Kanawut Sabato De Sarno Jay Park IU Pietro Castellitto François Civil Tamino Mahmood Tananai Francesco Bagnaia Jean-François Palus Boran Kuzum#GucciAncora #GucciFW24 #MFW,CAROUSEL_ALBUM,2024-01-16 11:23 AM,74062,-0.16,0.14135,2246,2.43,71816,-0.18,,3743111,4117422,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/reel/CrinEGRM1FQ/,Celebrating the opening of Gucci Cosmos which represents the first time the Gucci Archive has travelled from Florence the House lights up the Bund in Shanghai. Discover more at the link in bio. #GucciCosmos,reel,2023-04-27 09:10 AM,73779,-0.16,0.14113,446,-0.31,73333,-0.16,,2824145,3106560,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/C2XQJwWC0Yp/,The Horsebit loafer with an irreverent attitude—presented at the Fall Winter 2024 men’s fashion show. #GucciAncora #GucciFW24 #MFW,CAROUSEL_ALBUM,2024-01-21 08:04 AM,73466,-0.17,0.14021,550,-0.15,72916,-0.17,,3269192,3596112,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/C3WHbZNisoi/,An archival glow.  Sabato De Sarno drew inspiration from precious embroideries found on Gucci clutches from the 1950s for his take on the iconic Jackie featuring an archival snap hook closure. #GucciSS24 #GucciJackie,CAROUSEL_ALBUM,2024-02-14 06:00 PM,72971,-0.17,0.13927,244,-0.62,72727,-0.17,,3105821,3416403,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/CzT_9B-Ryw9/,A story of nights out.Wearing Gucci at the 2023 Art+Film Gala where proceeds go toward underwriting LACMA’s initiative to make film more central to the museum’s curatorial programming.#GucciLacma2023 #GucciAncoraNotte,CAROUSEL_ALBUM,2023-11-06 12:10 PM,72374,-0.18,0.13817,233,-0.64,72141,-0.18,,604193,664612,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/C3tZjCvNJnr/,A meticulous journey. The womenswear collection for Fall Winter 2024 reflects Creative Director Sabato De Sarno’s vision of sensual elegance through lace details and intricate embellishments. #GucciFW24 #MFW #GucciJackie,CAROUSEL_ALBUM,2024-02-23 07:01 PM,72102,-0.18,0.13761,415,-0.36,71687,-0.18,,3507630,3858393,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/Cy_EloyIfrw/,Horsebit 1955 meets Demetra.Made with 75% plant-derived raw material sources Gucci’s Demetra material defines the Horsebit 1955 handbag—now in a new asymmetrical shape. #GucciHorsebit1955,CAROUSEL_ALBUM,2023-10-29 10:07 AM,71547,-0.19,0.13659,495,-0.24,71052,-0.19,,658804,724684,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/C3w6sv5twmZ/,Curated essentials.Placing artistry at the forefront of Sabato De Sarno’s contemporary narrative. #GucciFW24 #MFW #GucciEyewear,CAROUSEL_ALBUM,2024-02-25 03:48 AM,71259,-0.19,0.136,329,-0.49,70930,-0.19,,3258204,3584025,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/CqiN_f_MzMz/,Signature adidas sneaker silhouettes including the Gazelle connect with the House’s archival emblems to create something distinctly new in adidas x Gucci’s second chapter. Discover more at the link in bio. #adidasxGucci,CAROUSEL_ALBUM,2023-04-03 02:00 AM,69442,-0.21,0.13283,268,-0.58,69174,-0.21,,2622611,2884872,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/CytJFOKsMS1/,THE Gucci loafer.The Horsebit 1953 has been an icon of the House and an essential part of the wardrobe for over 70 years.#GucciHorsebit1953,IMAGE,2023-10-22 11:00 AM,69436,-0.21,0.13256,346,-0.47,69090,-0.21,,502621,552883,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/reel/CxYvz58IJP5/,Ancora around the world Chengdu / Paris / London / Bangkok / Roma / New York #GucciAncora,reel,2023-09-19 04:23 PM,69080,-0.22,0.13188,421,-0.35,68659,-0.22,,3545991,3900591,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/CxkiU3roZYd/,A story of lust/desire unhidden.#GucciAncora #GucciSS24,CAROUSEL_ALBUM,2023-09-24 06:16 AM,68944,-0.22,0.13162,264,-0.59,68680,-0.22,,3226111,3548722,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/CucUj38IvdC/,New styles from the G-Timeless collection feature the line’s intricately crafted bees on colored dials. Discover more at link in bio.#GucciTimepieces,CAROUSEL_ALBUM,2023-07-08 12:08 PM,68934,-0.22,0.13186,298,-0.54,68636,-0.22,,486133,534746,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/Cx0DYKus5w2/,Timeless codes and a passion for travel.The Gucci Savoy travel line takes its name from The Savoy hotel in London where in the late 1800s Guccio Gucci worked in his youth as a porter.#GucciValigeria,CAROUSEL_ALBUM,2023-09-30 06:53 AM,68805,-0.22,0.13136,370,-0.43,68435,-0.22,,3517033,3868736,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/Ct31EDMs7A6/,Within a reflective space at Gucci Visions custom-made gowns from the past decade worn by leading figures from film or music echo how red carpet designs have amplified the House’s creativity. Discover more at link in bio. ⁣⁣Located at Gucci Garden Piazza della Signoria 10 50122 Florence Italy ⁣⁣#GucciVisions,CAROUSEL_ALBUM,2023-06-24 08:00 AM,67568,-0.23,0.12924,168,-0.74,67400,-0.23,,2105265,2315792,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/reel/Cxf36Seoxi2/,This is Sabato for Gucci#GucciAncora #GucciSS24,reel,2023-09-22 10:49 AM,67316,-0.24,0.12851,1231,0.88,66085,-0.25,,4968066,5464873,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/C1y6ynao6gz/,The way they are. With five attitudes and one collection David Sims’ iconic lens captures the Gucci Ancora campaign featuring Ana Violet Jiahui Fadia and Nyajuok portray Creative Director Sabato De Sarno’s vision for the Gucci wardrobe. #GucciAncora #GucciSS24 #GucciJackieNotte #GucciSignoria,IMAGE,2024-01-07 05:25 AM,67310,-0.24,0.1285,413,-0.36,66897,-0.24,,2601672,2861840,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/Cr_ITp9try4/,Introducing Gucci Summer Stories a new campaign in which warm-weather textures playful embellishments and maxi takes on House emblems take center stage speaking to the carefree attitude of the season. Discover more at the link in bio. ⁣⁣#GucciSummerStories,IMAGE,2023-05-08 11:00 AM,66542,-0.25,0.12728,493,-0.24,66049,-0.25,,2870733,3157806,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/C33KRKcCY1D/,New boots from the Fall Winter 2024 women’s runway echo the House’s historic connection to the world of equestrianism. #GucciFW24 #MFW,CAROUSEL_ALBUM,2024-02-27 02:00 PM,66458,-0.25,0.12684,373,-0.42,66085,-0.25,,3193090,3512399,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/reel/CqvvOTMsvS6/,Not just a bag but a piece of history. The Gucci Horsebit 1955 handbag progresses the narrative of a specific archival code – the double ring and bar that was presented in 1955 two years after the original hardware appeared in the House’s collections on a pair of loafers becoming an iconic Gucci symbol and furthering its link to the equestrian world. Discover more at the link in bio. #GucciHorsebit1955,reel,2023-04-07 03:00 PM,66365,-0.25,0.12726,329,-0.49,66036,-0.25,,2475487,2723036,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/CqI5kP6o17k/,The Gucci Horsebit 1955 is defined by the double ring and bar that has linked the House with the equestrian world for 60 years. Discover the new campaign featuring Global Brand Ambassador Hanni at the link in bio.  newjeans_official #Hanni #GucciHorsebit1955,CAROUSEL_ALBUM,2023-03-23 01:00 PM,65821,-0.25,0.12621,434,-0.33,65387,-0.25,,3442325,3786557,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/C2DBHCoCArl/,Sensual and sartorial.Fall Winter 2024 introduces a highly curated wardrobe including a reinterpretation of Gucci’s signature crescent-shaped bag from the 1950s and a new GG monogram slightly offset with a drop shadow to create a sense of dimension. #GucciAncora #GucciFW24 #MFW,CAROUSEL_ALBUM,2024-01-13 11:28 AM,65440,-0.26,0.12493,338,-0.48,65102,-0.26,,2870017,3157018,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/CxjHv1FofIs/,A story of travels around the world but still feeling at home wherever you are.#GucciAncora #GucciSS24,CAROUSEL_ALBUM,2023-09-23 05:04 PM,65416,-0.26,0.12489,276,-0.57,65140,-0.26,,3143188,3457507,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/CpXOZM1s-Ea/,In sartorial looks from the Spring Summer 2023 collection Global Brand Ambassador Hanni appears in Marie Claire Korea. #Hanni #GucciDécor #GucciDeco #Gucci#GucciSS23 #GucciEditorials,CAROUSEL_ALBUM,2023-03-04 05:00 AM,65370,-0.26,0.12504,416,-0.36,64954,-0.26,,3377403,3715143,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/reel/Cp7Kk8DsV2h/,For the third year in a row Gucci lights up Tokyo Tower with its emblematic colors in occasion of the season’s Lucky Days March 7 and 21.,reel,2023-03-18 05:00 AM,64778,-0.27,0.12421,259,-0.6,64519,-0.26,,2812787,3094066,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/C1hme1uivQG/,At midnight. For special moments defined by togetherness the House presents Gucci Gift. #GucciGift,IMAGE,2023-12-31 12:00 PM,64684,-0.27,0.12349,843,0.28,63841,-0.27,,423804,466184,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/CqaMUfws0Pc/,During a special event in Geneva the House presented a preview of its 2023 watch designs in the elegant setting of the Gucci Greenhouse. Showcased were innovative updates to core collections including the GUCCI 25H Skeleton Tourbillon featuring the House’s first exclusive GG727.25.A caliber which can be admired through the transparent case back. Discover more at link in bio.#GucciHighWatchmaking #GucciTimepieces,CAROUSEL_ALBUM,2023-03-30 06:11 AM,63621,-0.28,0.1217,184,-0.71,63437,-0.28,,2679462,2947409,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/reel/CvACRFuoWpK/,Arriving to The Savoy with heritage in hand Global Brand Ambassador Jungjae Lee stars in the latest chapter of the Gucci Valigeria campaign. Discover more at the link in bio. from_jjlee #JungjaeLee #GucciValigeria,reel,2023-07-22 09:00 AM,63017,-0.29,0.12041,328,-0.49,62689,-0.28,,564658,621124,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/reel/CseCMeqojJN/,At Gucci Cruise 2024 Global Brand Ambassadors Mina Shin Alia Bhatt and Jun Shison alongside Liu Wen and Soo Hyuk Lee reveal their favorite elements of the fashion show and the collection.#GucciCruise24 #MinaShin #LiuWen #AliaBhatt #SooHyukLee #JunShison #NaYoungKim #HyunBeenShin #IreneKim #HyeSooKim,reel,2023-05-20 11:03 AM,62801,-0.29,0.12013,381,-0.41,62420,-0.29,,2894751,3184226,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/C32zsbaid7f/,Introducing the GG Milano handbag inspired by the vibrant city it’s named after. #GucciFW24 #GGMilano #MFW,CAROUSEL_ALBUM,2024-02-27 10:42 AM,62722,-0.29,0.11971,355,-0.45,62367,-0.29,,3026226,3328848,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/C2-TKV9MhmJ/,Family moments at the GRAMMYs.⁣⁣In Gucci by Creative Director Sabato De Sarno at the 66th Annual GRAMMY Awards: Mark Ronson—winner for Best Compilation Soundtrack for visual media and nominee for Best Song Written for visual media Song Of The Year and Best Score Soundtrack for visual media—together with his wife Grace Gummer also in Gucci his mother-in-law Meryl Streep and Billy Joel. Also attending the event Kingsley Ben-Adir in a Fall Winter 2024 look.⁣⁣#GRAMMYs #GucciFW24,CAROUSEL_ALBUM,2024-02-05 12:01 PM,62707,-0.29,0.11968,178,-0.72,62529,-0.29,,2591496,2850646,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/C3zqHNLNNOW/,Solange Knowles Xiao Zhan Sabato De Sarno Maude Apatow Davika Hoorne Ghali Daisy Edgar-Jones Alexa Chung Sofia Boutella Lucky Love Boran Kuzum Vic Lentaigne Romy Madley Croft Daniele Calisti #GucciFW24 #MFW,CAROUSEL_ALBUM,2024-02-26 05:21 AM,62524,-0.29,0.11933,4925,6.53,57599,-0.34,,6709101,7380011,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/C1zco9cofqc/,An ode to photography. Captured by David Sims the first photographer with which Creative Director Sabato De Sarno worked when he started in fashion the Gucci Ancora campaign celebrates fashion photography. #GucciAncora #GucciSS24,IMAGE,2024-01-07 10:20 AM,61191,-0.31,0.11682,329,-0.49,60862,-0.31,,2291362,2520498,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/C3KQt-jCq8G/,On Newsstands: W Magazine.W Magazine covers feature looks designed by Creative Director Sabato De Sarno. #GucciSS24 #Hanni #RyanGosling,CAROUSEL_ALBUM,2024-02-10 03:30 AM,61126,-0.31,0.11666,346,-0.47,60780,-0.31,,2961680,3257848,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/reel/C3s1si3NnO0/,Conversing with reality. For Fall Winter 2024 Sabato De Sarno embraces refined silhouettes and delicate embroidery in a highly curated collection. Music Directed & Mixed by Mark Ronson Did Virgo and Morgan K – Coronacid Kelsey Lu – I’m Not in Love The Irrepressibles – Two Men in Love #GucciFW24 #MFW,reel,2024-02-23 01:49 PM,61017,-0.31,0.11645,596,-0.08,60421,-0.31,,3448390,3793229,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/C2FAe1ziGwW/,In un abbraccio. Coats and jackets are paired with the new Horsebit loafers featuring creeper soles designed by Creative Director Sabato De Sarno for Fall Winter 2024.#GucciAncora #GucciFW24 #MFW,CAROUSEL_ALBUM,2024-01-14 06:01 AM,60846,-0.31,0.11614,291,-0.55,60555,-0.31,,2624846,2887330,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/CtwNnk0s1_m/,In the new Gucci Valigeria campaign Global Brand Ambassador Jungjae Lee is captured within the Royal Suite by Gucci at The Savoy hotel in London surrounded by emblematic luggage including the Gucci Porter selection of aluminum Bank trolleys and vanity cases created in collaboration with FPM Milano. Discover more at the link in bio. from_jjlee #JungjaeLee #GucciValigeria #GucciPorter,CAROUSEL_ALBUM,2023-06-21 09:00 AM,60730,-0.31,0.11617,219,-0.66,60511,-0.31,,2705201,2975721,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/CsQMCQ0oRM7/,On May 16 at 8:00 p.m. KST the House will reveal its Cruise 2024 fashion show at Seoul’s historic Gyeongbokgung Palace. Built in 1395 Gyeongbokung Palace was not only the main royal palace of the Joseon Dynasty but also a center of great developments in science literature architecture and art. Discover more at the link in bio. #GucciCruise24,IMAGE,2023-05-15 01:59 AM,60697,-0.31,0.1161,705,0.07,59992,-0.32,,3109163,3420080,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/CwsEtZPoBuh/,Fall Winter 2023 lensed by David Sims Discover more at link in bio #GucciFW23,CAROUSEL_ALBUM,2023-09-02 08:00 AM,60630,-0.31,0.11585,243,-0.62,60387,-0.31,,2867699,3154469,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/CpuRQg2s3Mn/,Salma Hayek Pinault wears a custom sequin-embroidered gown to the 95th Oscars as a presenter at the event. #SalmaHayek #Oscars95,CAROUSEL_ALBUM,2023-03-13 04:48 AM,60462,-0.31,0.11594,238,-0.63,60224,-0.31,,2720096,2992105,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/CzqZ6jZokBL/,Memories big and small. Gucci Gift spotlights a selection of special pieces for loved ones. #GucciGift #GucciJackie1961,CAROUSEL_ALBUM,2023-11-15 05:01 AM,60377,-0.32,0.11527,256,-0.6,60121,-0.31,,533534,586887,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/C0g59crOGON/,Illuminating an icon.⁣⁣Celebrating the festive season with special windows featuring the House’s emblematic Horsebit.⁣⁣#GucciGift,CAROUSEL_ALBUM,2023-12-06 09:00 AM,60185,-0.32,0.1149,272,-0.58,59913,-0.32,,430202,473223,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/CrQkQk2MJpD/,From the skilled hands of the House’s craftsmen the iconic Gucci Bamboo 1947 bag takes shape. Discover more at the link in bio. ⁣⁣#GucciBamboo1947,IMAGE,2023-04-20 09:00 AM,60060,-0.32,0.11488,273,-0.58,59787,-0.32,,1951901,2147091,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/CujLGx6okGZ/,Hanni for Gucci Horsebit 1955 The Global Brand Ambassador showcases the House’s iconic handbag in the latest campaign. Discover more at the link in bio. newjeans_official #Hanni #GucciHorsebit1955,IMAGE,2023-07-11 04:00 AM,59796,-0.32,0.11438,519,-0.2,59277,-0.32,,483079,531387,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/CxqUTNMMit8/,Jessica Chastain Ryan Gosling Sabato De Sarno Anna Wintour Francesca Ragazzi Alia Bhatt Hanni Ni Ni Simona Caggia Pierpaolo Piccioli Julia Roberts Derek Blasberg Nick Brown Jodie Turner-Smith#GucciAncora #GucciSS24,CAROUSEL_ALBUM,2023-09-26 12:09 PM,59695,-0.32,0.11396,431,-0.34,59264,-0.32,,3453600,3798960,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/CzrJuigIN32/,Time to celebrate. Envisioned by Creative Director Sabato De Sarno the Gucci Gift campaign spotlights togetherness as the festive season begins.Creative Director: Sabato De SarnoArtistic Director: Riccardo ZanolaPhotographer: Anthony SeklaouiStylist: Alastair McKimm#GucciGift #GucciJackie1961,CAROUSEL_ALBUM,2023-11-15 11:58 AM,59576,-0.32,0.11374,213,-0.67,59363,-0.32,,507823,558606,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/CqOlfoSIx7c/,Bridging eras with its heritage hardware and contemporary silhouette the Gucci Horsebit 1955 is spotlighted in a new campaign featuring Julia Garner. Discover more at the link in bio. juliagarnerofficial #JuliaGarner #GucciHorsebit1955,CAROUSEL_ALBUM,2023-03-25 06:01 PM,59151,-0.33,0.11314,229,-0.64,58922,-0.33,,2650554,2915609,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/C3vwxb-NKuW/,Search within the folds. A motif seen throughout Fall Winter 2024 depicts a geometric heron defining wool pieces and delicate slip dresses. #GucciFW24 #MFW,CAROUSEL_ALBUM,2024-02-24 05:02 PM,58183,-0.34,0.11105,288,-0.55,57895,-0.34,,2709757,2980733,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/CydnQUHIVd1/,Original.  Worn by Paul Mescal the Horsebit 1953 loafer anchors the House’s equestrian-inspired narrative.  #GucciHorsebit1953 #PaulMescal,IMAGE,2023-10-16 10:16 AM,57801,-0.34,0.11035,726,0.11,57075,-0.35,,553415,608756,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/reel/CqpaTTPghNQ/,See what Global Brand Ambassador Hanni from NewJeans carries inside her Gucci Horsebit 1955 bag in The 21 the House’s new interview series. Watch the full video via link in bio. #GucciHorsebit1955 newjeans_official #Hanni,reel,2023-04-05 04:03 AM,57782,-0.34,0.11053,475,-0.27,57307,-0.35,,2324761,2557237,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/CqLCzxCIlL4/,Halle Bailey for Gucci Horsebit 1955. Discover the new campaign at the link in bio. hallebailey #HalleBailey #GucciHorsebit1955,CAROUSEL_ALBUM,2023-03-24 09:00 AM,57580,-0.35,0.11041,203,-0.68,57377,-0.34,,2525366,2777903,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/C01Vb_wIkTx/,Milano Ancora. Embodying the vision of Sabato De Sarno the fully renovated flagship in Via Monte Napoleone features a special Rosso Ancora room with an exclusive preview of the Spring Summer 2024 collection.  Artwork 4 Franco Mazzucchelli B.D.2020 2020 Courtesy of Private Collection Milan and ChertLüdde Berlin Curation by Truls Blaasmo #GucciAncora #GucciSS24,CAROUSEL_ALBUM,2023-12-14 07:25 AM,57422,-0.35,0.10962,412,-0.36,57010,-0.35,,421113,463224,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/Cpw3YaAstRc/,Liu Wen Salma Hayek Pinault and John Legend were captured in Gucci at the Vanity Fair Oscar Party. #LiuWen #SalmaHayek #JohnLegend #GucciBamboo1947 #GucciTailoring #VFOscars,CAROUSEL_ALBUM,2023-03-14 05:00 AM,57407,-0.35,0.11008,232,-0.64,57175,-0.35,,2599231,2859154,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/C1NAFzYiDRb/,GG Marmont after dark. Gucci Gift presents a new selection of the signature bag in vibrant velvets. #GucciGift #GGMarmont,CAROUSEL_ALBUM,2023-12-24 11:00 AM,57273,-0.35,0.10934,311,-0.52,56962,-0.35,,413034,454337,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/C33e8ccCu2r/,Highlighting a new half-moon handbag designed by Sabato De Sarno in the distinctive colors of the Fall Winter 2024 show. #GucciFW24 #MFW,CAROUSEL_ALBUM,2024-02-27 05:00 PM,57130,-0.35,0.10904,330,-0.49,56800,-0.35,,2765477,3042025,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/reel/CrNq9ICskX-/,An instant emblem forged by a flame the curved bamboo handle crowned a leather handbag in 1947 marking Gucci’s path as an innovator in craftsmanship. The renowned design of the Bamboo 1947 sits at the heart of House’s iconic designs representing how a creative instinct propelled by profound know-how has led Gucci to where it is today.  Discover more at the link in bio. #GucciBamboo1947,reel,2023-04-19 06:00 AM,57026,-0.35,0.10908,310,-0.52,56716,-0.35,,2151661,2366828,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/C1zu4jaI1TY/,Forever feelings. Sabato De Sarno presents the Spring Summer 2024 collection in the Gucci Ancora campaign his tribute to fashion photography. #GucciAncora #GucciSS24,IMAGE,2024-01-07 01:00 PM,56986,-0.35,0.10879,734,0.12,56252,-0.36,,2421913,2664105,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/C2F3ZuSC67H/,Modern masculinity. Silk scarves fastened with the House’s archival snap-hook closure or looped through Gucci Marina Chain necklaces accent the Fall Winter 2024 men’s collection. #GucciAncora #GucciFW24 #MFW,CAROUSEL_ALBUM,2024-01-14 02:01 PM,56886,-0.35,0.10857,272,-0.58,56614,-0.35,,2453900,2699290,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/CzRMSiNr_jF/,When the sun sets Ancora Notte.Sinuous crepe dresses in a tribute to the ‘90s are revamped with sequin shorts in dresses worn by Mariacarla Boscono and Vittoria Ceretti at the 2023 LACMA Art+Film Gala. Gucci Ancora Notte is the first eveningwear collection designed by Sabato De Sarno.#GucciAncoraNotte #GucciLacma2023,CAROUSEL_ALBUM,2023-11-05 10:01 AM,56579,-0.36,0.10801,275,-0.57,56304,-0.36,,516601,568261,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/Cx0Dh2psu7s/,Objects that encapsulate discovery.A Gucci Savoy trolley from the Gucci Valigeria collection reiterates the House’s origins in travel.#GucciValigeria,CAROUSEL_ALBUM,2023-09-30 06:55 AM,55908,-0.37,0.10673,250,-0.61,55658,-0.36,,2698026,2967829,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/CtsB03ZsocC/,Beyoncé captured in a custom Gucci look while performing during the Renaissance World Tour in Amsterdam #Beyoncé #RenaissanceWorldTour #Gucci,IMAGE,2023-06-19 06:00 PM,55002,-0.38,0.10521,197,-0.69,54805,-0.37,,2069843,2276828,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/reel/C2Ac3h3CD3j/,My new Gucci Ancora.–Sabato De SarnoCreative Director Sabato De Sarno uses a mirroring approach to present the Fall Winter 2024 men’s collection reflecting the elements and emotions of his debut Gucci Ancora fashion show in September to further portray his vision for the Gucci wardrobe.Music Directed & Mixed by Mark RonsonMark Ronson – Late Night PreludeRomy – Love HerLucky Love – MasculinityMark Ronson – Late Night Feelings ft. Lykke LiMina – Ancora ancora ancora (Mark Ronson remix)#GucciAncora #GucciFW24,reel,2024-01-12 11:33 AM,54732,-0.38,0.10449,786,0.2,53946,-0.38,,2713596,2984955,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/Cts_oavMcU5/,Jungjae Lee for Gucci Valigeria. The next chapter of the Gucci Valigeria campaign sees the Global Brand Ambassador journeying to The Savoy in London with emblematic luggage named after the historic hotel in a nod to the House’s origin story. Discover more at the link in bio. from_jjlee #JungjaeLee #GucciValigeria,IMAGE,2023-06-20 03:00 AM,54271,-0.38,0.10381,248,-0.62,54023,-0.38,,2172983,2390281,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/CsT1nP0q-Cc/,The heritage of Gucci and the expressions of multicultural style found on the streets of Seoul come together in the Cruise 2024 collection. #GucciCruise24,CAROUSEL_ALBUM,2023-05-16 12:00 PM,53921,-0.39,0.10314,236,-0.63,53685,-0.39,,2377906,2615696,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/CqMAqpLoi9L/,With its emblematic hardware and contemporary silhouette the Gucci Horsebit 1955 recounts the House’s heritage in the present tense. Discover the new campaign starring Halle Bailey at the link in bio. hallebailey #HalleBailey #GucciHorsebit1955,IMAGE,2023-03-24 06:00 PM,53470,-0.39,0.10228,292,-0.55,53178,-0.39,,2225209,2447730,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/Cpt3JpoqEeK/,Nominee for Best Actor in a Leading Role for Aftersun Paul Mescal wears a custom Gucci tuxedo to the 95th Oscars. #PaulMescal #GucciTailoring #Oscars95,IMAGE,2023-03-13 01:00 AM,53417,-0.39,0.10243,175,-0.73,53242,-0.39,,1951344,2146478,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/CuRJi6LsmtW/,Adorned with the signature GG monogram and Web stripe Jannik Sinner’s custom-designed bag unveiled at Wimbledon is embellished with his initials. ⁣⁣#JannikSinner #Wimbledon #Gucci,CAROUSEL_ALBUM,2023-07-04 04:00 AM,53234,-0.4,0.10183,250,-0.61,52984,-0.39,,483140,531454,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/Cp7s-HVsVFd/,Ayaka Myioshi is captured in front of Tokyo Tower as the House lit the monument up for the most recent Lucky Day. In occasion of March 21 the luckiest day of the season the House will once again illuminate the monument. #AyakaMyioshi,IMAGE,2023-03-18 10:00 AM,53025,-0.4,0.10168,169,-0.74,52856,-0.4,,1926048,2118652,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/p/CtrmVOuMVeG/,In Amsterdam for her Renaissance World Tour Beyoncé wore a custom Gucci corseted bodysuit with crystal embellishments #Beyoncé #RenaissanceWorldTour #Gucci,IMAGE,2023-06-19 02:00 PM,52780,-0.4,0.10096,208,-0.68,52572,-0.4,,2032420,2235662,
gucci,https://www.instagram.com/gucci,https://www.instagram.com/reel/CwpESj6MTF2/,Fall Winter 2023 captured in Milan by David Sims Discover more at link in bio Music “Brakhage” by Stereolab #GucciFW23 #GucciHorsebitChain,reel,2023-09-01 04:00 AM,52368,-0.41,0.10007,245,-0.62,52123,-0.4,,2492330,2741563,
