Profile,Platform,Profile Link,Permalink,Caption,Type,Date,Engagement,Engagement Ratio vs Average,Engagement Rate,Comments,Comments Ratio vs Average,Likes,Likes Ratio vs Average,Campaigns,Estimated Reach,Estimated Impressions
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/CthFVaoL_wJ/,#StockXWeek23 Day 4 giveaway coming in hot 🔥 ONE lucky winner will score the adidas Samba x Kith Classics the New Balance 1906R and the coveted ASICS x JJJJoundHere’s how to enter: 1. LIKE this post 2. Follow stockx3. Hit the comments with your fave summer stapleGood luck🤞Link in bio for full deets. Stay tuned for tomorrow’s Day 5 giveaways 👀,reel,2023-06-15 12:00 PM,11265,0.5,0.26883,4178,6.36,7087,0,,,
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/C1NAt1pp54m/,Cold out sweats out. With brands like Fear of God and Nike get snuggled up with these cozy season fits 🤝,reel,2023-12-23 12:07 PM,10518,0.4,0.251,44,-0.92,10474,0.47,,,
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/CsJ6grYrNpq/,The Lucky Green colorway makes another appearance this year with the recently released AJ1 High iteration 🍀 The retro pair sports a leather upper construction brought to life with white black and lush green. The signature Nike tag and laces also rock the vibrant green to complete the look. Tap to shop.,reel,2023-05-12 03:32 PM,10477,0.39,0.25002,108,-0.8,10369,0.46,,,
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/CtUBmuYN2Zq/,Jordan Brand is giving this classic silhouette a washed look with the release of the AJ1 Retro High OG Washed Black. Washed Black suede and white leather are placed throughout the shoe while the sail-colored midsole helps give the sneaker a vintage aesthetic. Tap to shop.,reel,2023-06-10 10:17 AM,10449,0.39,0.24935,145,-0.74,10304,0.45,,,
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/C0ReQ7XrDsh/,Whether you’re headed back to your swamp or some place Far Far Away these Shrek Crocs are fit for any onion-layered ogre 💚 Secure the perfect gift-giving pair in 3 days or less with Xpress Ship. Tap to shop.,reel,2023-11-30 09:09 AM,10436,0.39,0.24904,42,-0.92,10394,0.46,,,
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/CzeOm9YJ7mj/,Take your tee time to a new level with the Jordan 1 Retro Low Golf Travis Scott Neutral Olive ⛳️Marking the first-ever golf shoe collaboration between Jordan and Travis Scott the sneaker reflects Cactus Jack’s signature earth-toned color palette captivating the crowd with its olive green shade. Crafted for golf enthusiasts yet with a design that resonates with every sneakerhead this pair is tailored for fairways and greens with altered traction and hardened rubber. Before you head to the course tap to shop.,reel,2023-11-10 11:31 AM,10074,0.34,0.24041,71,-0.87,10003,0.4,,,
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/CsL0aGrsXpM/,For the first time in over a decade the highly-covered Air Jordan 4 Retro Thunder makes a return 🙌 The fan-favorite colorway features premium black nubuck uppers and vibrant splashes of Tour Yellow on the midsole lace eyelets and tongue. Jumpman’s signature AJ4 branding round out the classic look. Tap to shop.,reel,2023-05-13 09:20 AM,9698,0.29,0.23143,150,-0.73,9548,0.34,,,
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/Csd9e5LraSP/,Are your spidey senses tingling? 🕷 Jordan Brand just released their second Spider-Man themed sneaker with the AJ1 Across the Spider-Verse. Delivering a twist on the original ‘Chicago’ colorway the pair’s scarlet overlays and patterns are designed to mimic the Miles Morales animation style. Miss the drop? Tap to shop.,reel,2023-05-20 10:23 AM,9490,0.26,0.22647,169,-0.7,9321,0.31,,,
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/CzOsNPdrNkc/,Reviving the classic 1985 colorway the AJ1 Retro High OG ‘Royal Reimagined’ reignites the iconic Jordan 1 colorway with a fresh material makeover 💙 The genius lies in the details with a full suede treatment coupled with sleek suede Swoosh overlays creating reverence for the past and the audacity of the present​. The iconic Wings logo finishes off the look. Secure this pair in 3 days or less with Xpress Ship 🚀 Tap to shop.,reel,2023-11-04 11:42 AM,9421,0.25,0.22482,46,-0.91,9375,0.32,,,
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/CwfmQsUIKgX/,Ever wondered what it was like to run on clouds? ☁️ Now’s your chance with the On Running Cloudmonster. Combining two unique types of cushioning this exercise shoe brings together lightweight protection and long-lasting energy return. We’re giving away $500 in site credit to ONE lucky winner to get a chance to level up their shoe game. Winning is easy. Here’s how to enter: 1. LIKE this post2. Follow stockx3. Tag two friends in the comments Good luck 🤞 Link in bio for full deets. Stay tuned for next week’s giveaway 👀,reel,2023-08-28 11:43 AM,9148,0.22,0.21831,374,-0.34,8774,0.23,,,
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/CsrCktkspo3/,They’re bright. They’re clean. They’re your sneaker staple for the season. It’s time to bust out the summer whites you’ve been eyeing all winter. Whether you need to re-up on your favorites or are looking for something new tap to shop our latest summer guide on the best white sneakers.,reel,2023-05-25 12:17 PM,8636,0.15,0.20609,55,-0.9,8581,0.2,,,
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/Cx-7qFOOL2a/,Trying to rock a pair of AF1s with a classic twist ASAP? With Xpress Ship you can get your favorite sneakers delivered faster than ever like the Air Force 1 Low Supreme White. Featuring an all-white leather upper with a perforated toe box a red Supreme Box Logo placed on the outside heel completes the design. Secure your pair on StockX and get them in just 3 DAYS with Xpress Ship 🚀,reel,2023-10-04 12:18 PM,8002,0.06,0.19096,35,-0.93,7967,0.12,,,
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/C2-NQnRLqTb/,We’re introducing a new format to our Details series. Stay tuned for more insight on designs inspiration behind collaborations and up-close views of the drops turning heads within sneaker culture.To start we looked at one of the Swoosh’s most anticipated drops of 2023 the Nike SB Dunk Low Powerpuff Girls Blossom. From the various hues of pink dispersed throughout the upper to the heart leather patch on the tongue this pair is a true homage to the classic cartoon. Check out the other details that make up this shoe then tap to shop.,reel,2024-02-05 11:11 AM,7603,0.01,0.18144,33,-0.94,7570,0.06,,66617,73279
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/Cz_wMlBpMQu/,GIVEAWAY CLOSED. Black Friday weekend starts at MIDNIGHT ⏰ It’s the final day in our Black Friday countdown GIVEAWAY WEEK 🎁 Today’s prize is: the Miu Miu Wander Matelasse bag. One lucky winner will win BIG. Here’s how to enter:1. LIKE this post2. Follow stockx3. Tag two friends in the commentsCloses 11/24 at 12pm ET. Winner will be selected on 12/7. Link in bio for full details. Good luck!,reel,2023-11-23 12:00 PM,7469,0,0.17824,2548,3.49,4921,-0.3,,,
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/Cwp2H9Duth4/,Ahead of the 9/9 official release we take a look at the highly anticipated Air Jordan 4 Red Cement 🔥 Reigniting a beloved brand color the Jordan brand remixed the AJ4 colorway to deliver a heritage twist to the classic colorway. For those unafraid to stand out tap to shop.,reel,2023-09-01 11:14 AM,7446,0,0.17769,59,-0.89,7387,0.04,,,
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/Cy6oZzIO2aZ/,There’s no stress with sneakers 💚 Tap to shop gift-worthy kicks that will leave any sneakerhead with a smile.,reel,2023-10-27 04:44 PM,7375,-0.01,0.176,17,-0.97,7358,0.03,,,
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/C3c_VLGLANm/,Reimagine a new rendition of the iconic Jordan 4 Bred. Rich black leather combined with hits of Fire Red and Cement Grey deliver an iconic 35th anniversary celebration. Wanna score a pair of Breds yourself? Winning is easy and here’s how:1. Like this post2. Follow stockx & stockxculture3. Hit the comments with your favorite Jordan silhouetteNo purchase necessary. Enter before February 20 at 12pm EST. Winner will be selected on March 4. Link in bio for full details. Good luck!,reel,2024-02-17 10:04 AM,7333,-0.02,0.17499,474,-0.16,6859,-0.03,,126398,139038
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/C1CbzA5rpJT/,Be the best gift giver this year 🤝 With Xpress Ship you can secure a fresh pair of the AJ1 Lost & Founds in the nick of time. Don’t wait the shipping cut off to receive your orders by 12/25 ends at midnight EST. Tap to shop. Must select Xpress Ship at checkout for 3-day shipping. Only select products and sizes are eligible. US customers only.,reel,2023-12-19 09:32 AM,7203,-0.03,0.17189,62,-0.89,7141,0,,,
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/CtHNeMIMe02/,There’s quite literally nothing like MSCHF’s Big Red Boot. The abstract silhouette was inspired by Astro Boy’s memorable footwear and despite its seemingly clunky design the TPU rubber shoe features a cushioned insole for comfort. MSCHF branding makes a subtle appearance on the outsole but the pair’s unorthodox look is enough for people to know exactly who made them. Tap to shop.,reel,2023-06-05 10:50 AM,7154,-0.04,0.17072,141,-0.75,7013,-0.01,,,
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/C5GqP9NOX0c/,Sneak peek at Drop 5 for #MidweekHeat 👀 Recognize it? Hit the comments with your predictions.Link in bio for details.,reel,2024-03-29 12:12 PM,6915,-0.07,0.16512,59,-0.89,6856,-0.03,,92047,101252
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/CuhV0aMs0s2/,Jordan Brand updated their legacy silhouette this year with the release of the Air Jordan 5 Retro SE Craft Light Orewood Brown. The sneaker is crafted with a mix of premium materials like suede and canvas giving this Jordan 5 a refreshed and elevated look. Classic shark-tooth detailing and a visible Air-sole unit in the heel complete the look. Tap to shop.,reel,2023-07-10 10:55 AM,6903,-0.07,0.16473,56,-0.9,6847,-0.03,,,
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/Cyqi3KYub8i/,KA’CHOW! Crocs brought back their beloved collaboration with Disney’s fastest race car Lightning McQueen. We take a closer look at the the Details of this one of a kind clog in our latest episode.,reel,2023-10-21 10:48 AM,6827,-0.08,0.16292,24,-0.95,6803,-0.04,,,
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/CyBPr8Vu_cD/,Inspired by the early 2000s the Nike Shox TL White Metallic Silver turns heads with its pearl white shock absorbers and glossy silver heel strips. Featuring an ivory and silver mesh upper with white synthetic overlays and metallic silver Swoosh silhouettes the timeless white colorway completes the look. Spring into action and tap to shop.,reel,2023-10-05 09:51 AM,6806,-0.09,0.16242,23,-0.95,6783,-0.04,,,
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/CzobDwWpoyV/,A fresh take on a timeless classic the Jordan 1 Retro High OG Palomino commands attention blending tradition with a bold modern edge. With Xpress Ship you can have this pair at your home in 3 days or less. Just look for the rocket icon then tap to shop 🚀,reel,2023-11-14 10:32 AM,6596,-0.11,0.15741,38,-0.93,6558,-0.07,,,
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/p/C5n9pr3rXhv/,Locked in with LV 🔐 Hit the link in bio to shop our Spring collection.,CAROUSEL_ALBUM,2024-04-11 10:24 AM,6417,-0.14,0.15323,16,-0.97,6401,-0.09,,53193,58512
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/CzROR_ZLmRJ/,Your favorite soda sneaker on your feet in 3 days or less? Ahhh that’s a refreshing thought🥤With Xpress Ship you can skip the stress and take a sip of perfection with the Nike SB Dunk Low Jarritos. Look for the rocket icon then tap to shop.,reel,2023-11-05 10:18 AM,6177,-0.17,0.14741,41,-0.92,6136,-0.13,,,
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/CtRbZfdLvt-/,To the dad who stands outside in the rain at your soccer games assembles that basketball court in the driveway and is always a shoulder to lean on when the going gets tough 💚 If your dad is anything like the dads at StockX he’s been working hard all year and deserves the best this Father’s Day. Hit the link in bio for our ultimate gift guide.,reel,2023-06-09 10:05 AM,6093,-0.18,0.1454,56,-0.9,6037,-0.14,,,
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/CxdbRxKOV2r/,Available NOW: Skechers Doja’Lite in two distinct colorways. From the minds of global superstar dojacat and skechers the Doja’Lite is a riff on the classic D’Lites. Made famous by icons Britney Spears and Christina Aguilera Doja Cat partners with Skechers to offer a refreshed take on this iconic sneaker silhouette. Tap to shop or hit the link in bio for more on the Doja’Lite pre-release.,reel,2023-09-21 12:02 PM,6015,-0.19,0.14354,149,-0.73,5866,-0.17,,,
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/C5tPZkDLb8S/,Introducing the Nike Kobe 4 Protro Philly 2024 🐍 Cloaked in the patriotic varsity royal white and university red this sneaker encapsulates the stunning tribute to Kobe Bryant’s bold and fearless birthplace and the historical city of Philly. We’re celebrating #MambaDay by gifting ONE lucky winner a pair of the Philly’s. Winning is easy and here’s how:1. Like this post2. Follow stockx 3. Hit the comments with your favorite Kobe No purchase necessary. Enter before April 14 at 12pm EST. Winner will be selected on May 5. Link in bio for full details. Good luck!,reel,2024-04-13 11:35 AM,5827,-0.22,0.13914,361,-0.36,5466,-0.23,,101141,111256
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/CtZrrdhJplq/,A Finals champ could be crowned tonight 🏆 Drop your predictions in the comments and we just might hit your DMs.,reel,2023-06-12 03:02 PM,5563,-0.25,0.13276,870,0.53,4693,-0.33,,,
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/CzbkGCEpLvn/,The sneakerhead in your life will be particular. They have a specific taste and aesthetic. Get them the sneakers they will not only love but will wear with confidence with our latest gift guide. Tap to shop 👟,reel,2023-11-09 10:41 AM,5468,-0.26,0.13049,30,-0.94,5438,-0.23,,,
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/Czo-jX9OKQy/,The Air Jordan 11 DMP Gratitude has finally returned. This coveted Jordan 11 comes back in a new retro form with familiar features to its originally 2006 release. From a mix of full-grain and patent leather to a shiny gold Jumpman and 23 on the heel the DMP Gratitude 11 adds a luxe looks to the silhouette. Get your hands on the hottest Jordan of the year tap to shop.,reel,2023-11-14 03:43 PM,5429,-0.27,0.12956,61,-0.89,5368,-0.24,,,
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/C1pPCvGr-zn/,Wanna secure a pair of your favorite women’s dunks on your doorstep in 3 days or less? Look for the rocket icon at checkout for expedited shipping via Xpress Ship 🚀,reel,2024-01-03 11:13 AM,5415,-0.27,0.12922,49,-0.91,5366,-0.24,,,
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/C0o1-_PrRL7/,A nod to the heritage encapsulated in the Jordan brand the Jordan 11 Retro Defining Moments Gratitude (2023) brings back the nostalgia from 2006 embodying a timeless treasure for the Jordan lineage. Nothing short of iconic the upper boasts a high-cut patent leather accompanied with a white midsole and a translucent rubber outsole evoking a sleek clean design that’s synonymous with the Jordan brand’s premium craftsmanship. Xpress Ship is available in select sizes 🚀 Tap to shop.,reel,2023-12-09 10:59 AM,5332,-0.28,0.12724,104,-0.81,5228,-0.26,,,
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/CzEOyWXuWzz/,Happy Halloween 👻 Which spooky season kicks are you rockin’ today? We’re giving away $500 in site-credit to ONE lucky winner to plus up their collection.Winning is easy here’s how:1. Follow stockx2. Hit the comments with your favorite Halloween kicks3. Like this postGood luck🤞 Link in bio for full details.,reel,2023-10-31 10:13 AM,5306,-0.29,0.12662,349,-0.38,4957,-0.3,,,
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/CxQlMC2rAU0/,The Air Jordan 1 Low Black Toe is a reimagined classic. From the signature black toe colorway to the quintessential designs that make up the AJ1 we take a deep dive on the details of this retro.,reel,2023-09-16 12:18 PM,5302,-0.29,0.12653,67,-0.88,5235,-0.26,,,
stockx,Instagram,https://www.instagram.com/stockx,https://www.instagram.com/reel/CzJfIcSriSX/,Dive into the vibrant world of the Jordan 3 Retro SP J Balvin Medellín Sunset 🌇 Fussing culture music and basketball heritage this collab between the reggaeton sensation and the iconic Jordan brand is one-of-a kind. The sneaker acts as a canvas painted with the aesthetic essence of J Balvin’s hometown Medellín Colombia as it further embraces his vivacious style with yellow touches on the eyelets and a multicolored heel. Tap to shop.,reel,2023-11-02 11:11 AM,5298,-0.29,0.12643,36,-0.93,5262,-0.25,,,
