Name,Profile,Permalink,Caption,Type,Date,Engagement,Engagement Ratio vs Average,Engagement Rate,Comments,Comments Ratio vs Average,Likes,Likes Ratio vs Average,Campaigns,Estimated Reach,Estimated Impressions
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CwAXETUIBLr/,Footie fans we?ôve got a treat for ya ?ΩÔ∏è Can you guess which Blackpool FC player we?ôre chatting to in Ep 8 of Out & Out? ??,reel,2023-08-16 8:34,790,-0.71,0.00533,28,-0.55,762,-0.74,,4438,4882
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/C1xD69pIt9E/,That first run with box-fresh Nikes ?íû?íû?íû?íû?ëü Nike Running React Pegasus Trail 4 [130803736],reel,2024-01-06 12:08,788,-0.71,0.00532,6,-0.9,782,-0.73,,27848,30633
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/Cz6-y9wIXuc/,lookingforlewys [he/him] just told you what you?ôre doing this week ?îÆTop-tier brands freebies makeovers & music?!? Guys come ONNN! 23-26 Nov. LDN.,reel,2023-11-21 15:32,787,-0.71,0.00531,14,-0.77,773,-0.74,,3491,3840
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CrskZ82Nwjg/,Hands up who gets this excited for a night of skincare? ?ëã just take it from our friends at The Ordinary.,reel,2023-05-01 6:00,786,-0.71,0.00531,17,-0.72,769,-0.74,,5482,6030
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CwnHebgtzwL/,All your Face + Body faves are comin??to town!?éÖ here?ôs a sneak peek inside this years Face + Body Advent Calendar ?????®RRP is ¬£90 worth ¬£397 !!?´¢ ?®Landing on site: 07/09/2023,reel,2023-08-31 9:53,786,-0.71,0.00531,22,-0.64,764,-0.74,,4163,4579
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/C1MFtJxMSjd/,Want your NYE ?ôfit approved by a ‚≠êsuper‚≠êÔ∏è stylist...?Watch kieraliberati [she/her] talk party-season dressing in Stylist Spotlight episode 5! Dropping *tomorrow* ?îó,reel,2023-12-23 3:30,782,-0.71,0.00528,20,-0.68,762,-0.74,,47368,52104
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CuXMyaCor7Z/,We?ôre thready ?™° Link in bio for ASOS tea over on Threads ?ùÔ∏è You?ôre already late ?òâ Welcome gift waiting for the quickest threaders ?éÅ,reel,2023-07-06 12:25,776,-0.71,0.00524,10,-0.84,766,-0.74,,4621,5083
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/C0B2K7SIvfM/,Late for the pop up? TIME for the back-of-taxi-beat ?íã,reel,2023-11-24 7:31,776,-0.71,0.00524,8,-0.87,768,-0.74,,3325,3657
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/C02YbBFsl7-/,Ready to get swept off our feet ?ë†ASOS DESIGN Palace corsage slingback shoes [132379522],reel,2023-12-14 17:13,775,-0.71,0.00523,15,-0.76,760,-0.74,,41750,45925
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CyJjPupIDvz/,Sundays are for self-care ?®ü§?elizabethkayeturner kylieskin ?®foaming face wash [132535429] ?®milk toner [132535428] ?®face moisturiser [500586619],reel,2023-10-08 15:16,771,-0.72,0.00521,7,-0.88,764,-0.74,,3995,4394
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CuZwgPCIXlY/,Summer daze ?òé w/ Rayban¬Æ ofc ?§åShop RayBan¬Æ?ôs new styles on our website.,reel,2023-07-07 12:15,769,-0.72,0.00519,11,-0.82,758,-0.74,,4731,5204
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/Cyx-gkNNWq9/,Spotted: statement looks tashaggreen <3Reclaimed Vintage knit cardi [130704356] Reclaimed Vintage knit skirt [130699045] My Accessories square link belt [132408490] ASOS DESIGN Russo leather western boots [131218760] ASOS DESIGN Halloween necklace [132759836] ASOS DESIGN multi pocket shoulder bag [132862163],reel,2023-10-24 8:05,767,-0.72,0.00518,12,-0.8,755,-0.74,,4576,5033
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/Ct1ttKBN5FT/,Let it be known?¶you can copy us ?ëØ But make sure you?ôre doing it right ?òâSelect hot bits from our trend-packed Sunny Edit to level up your summer drobe. Online RN ?îó?ùÔ∏è,reel,2023-06-23 12:17,767,-0.72,0.00519,24,-0.61,743,-0.75,,5031,5534
asos,https://www.instagram.com/asos,https://www.instagram.com/p/CxvPG8xsBej/,Its giving ?çÇ cosy ?çÇ  daisyherriott serving dreamy denim inspo for the sznl shift?ëñASOS DESIGN dad jean in mid blue [124596959]ASOS DESIGN oversized bonded borg hero aviator jacket [120554426]ASOS DESIGN super crop t-shirt [124003394]Nike Air Force 1 07 trainers in triple white [117358090]ASOS DESIGN band ring with 14k gold plate [104935997]ASOS DESIGN 14k gold plated minimal band ring [122814958],IMAGE,2023-09-28 10:00,761,-0.72,0.00514,6,-0.9,755,-0.74,,3618,3979
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/C1zTZ6MMrcm/,Being on set with us is a total vibe come see for yourself ?£‚úß?≥üî?Activewear,reel,2024-01-07 9:00,760,-0.72,0.00513,16,-0.74,744,-0.75,,30204,33225
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/Ct9MYsstkJ-/,Nike on perma rotation ?? thanks to fully boxed-in sneaker freshness ?ëü??Nike P-6000 trainers [124773992]Nike Waffle Debut trainers [124773998]Nike Air Max 90 Futura vinyl trainers [124773973],reel,2023-06-26 10:00,759,-0.72,0.00513,17,-0.72,742,-0.75,,4449,4894
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CqfbavEsTP2/,Now this is what we call kicks on FIRE ?§Ô∏è?çüî•Salomon XT-6 in black and orange [122702739],reel,2023-04-01 7:00,756,-0.72,0.00511,11,-0.82,745,-0.74,,4346,4780
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CxYaOmEshjA/,The queen of hacks is back! chloegriffin ?ëëWatch episode 2 of Stylist Spotlight over on our Youtube channel NOW?éôÔ∏èüíïLink in bio. ?îó,reel,2023-09-19 13:18,749,-0.72,0.00506,11,-0.82,738,-0.75,,4884,5372
asos,https://www.instagram.com/asos,https://www.instagram.com/p/CuPgSSdN5Et/,?®Glow??on treat your skin to a summer refresh w/ The INKEY Lists cult faves ?ß¥,CAROUSEL_ALBUM,2023-07-03 12:40,745,-0.73,0.00503,24,-0.61,721,-0.75,,6752,7427
asos,https://www.instagram.com/asos,https://www.instagram.com/p/CvIMCatuPYm/,Baddies takin it right to 10 in crowd-pleasing fits ?í•?î•ASOS DESIGN Curve draped midi dress [128393749]ASOS DESIGN ruffle dress [coming soon!],IMAGE,2023-07-25 13:00,744,-0.73,0.00502,20,-0.68,724,-0.75,,5213,5734
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/C0MVYzCN6yB/,Top-tier skater style from minikim [he/him] ??how many graphic tees do you have? #ASOSYourWay,reel,2023-11-28 9:15,743,-0.73,0.00502,12,-0.8,731,-0.75,,3277,3605
asos,https://www.instagram.com/asos,https://www.instagram.com/p/CusFCIpPaKC/,Fabulous chaos in cowboy boots is what planet summer is all about ?íó ?ÄÔ∏èPermission to wear this all year?ASOS DESIGN Curve dress [128842202],IMAGE,2023-07-14 15:00,740,-0.73,0.005,13,-0.79,727,-0.75,,4310,4741
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/Czs57DYIQSF/,Get 20% off Face + Body in the Black Friday warm-up ?ß¥?ßº?íÑ*screams in make-up*As Seen On _kiran.k [she/her],reel,2023-11-16 4:22,739,-0.73,0.00499,16,-0.74,723,-0.75,,3340,3674
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/Cu6z6OWMUdR/,Time to kick things off ?ΩÔ∏è?èÜ Football summer is *finally* here & we?ôve got the ?òfits for every match ?§©Which team you repping?,reel,2023-07-20 8:32,735,-0.73,0.00497,16,-0.74,719,-0.75,,5307,5837
asos,https://www.instagram.com/asos,https://www.instagram.com/p/CuUsJbSMJE8/,Trending ?ö® Tie Dye is a must this summer ?íúASOS DESIGN Tie Dye dress [Coming Soon],IMAGE,2023-07-05 13:00,731,-0.73,0.00494,11,-0.82,720,-0.75,,4026,4428
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/Cz9ZKLKMJSL/,App exclusive ?§ù Black Friday! Up to 80% off almost everything is live RN ??run dont walk! As Seen On melycrisp [she/her] #ASOSBlackFriday,reel,2023-11-22 14:00,730,-0.73,0.00493,19,-0.69,711,-0.76,,3356,3691
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/Cq0PhJEt25Z/,Looks that are sweet like chocolate ?ç´ Search chocolate brown on site ?´∂,reel,2023-04-09 9:00,725,-0.73,0.0049,19,-0.69,706,-0.76,,5111,5622
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CsGbPgWsEU1/,Ever wondered what squalene is? Wonder no more ?í° we asked The Ordinary answered ?é§ consider your skincare questions solved,reel,2023-05-11 7:00,724,-0.73,0.00489,9,-0.85,715,-0.76,,4166,4583
asos,https://www.instagram.com/asos,https://www.instagram.com/p/CxVDt-SM2Qy/,Catch some greys ?§≥ASOS DESIGN Mix & Match utility blazer [132373883] and skirt [132362549] in check print,CAROUSEL_ALBUM,2023-09-18 6:00,723,-0.73,0.00488,40,-0.36,683,-0.77,,9927,10919
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/C2KfAp6owMr/,As seen on set ?•óJanuary = light work with new Nike ??reel,2024-01-16 9:05,720,-0.73,0.00486,17,-0.72,703,-0.76,,29218,32140,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/Cz9n4t8I4CY/,Everybody understood the assignment ?ì∏?ìçASOS IRL,reel,2023-11-22 16:14,717,-0.74,0.00484,25,-0.6,692,-0.76,,3411,3753
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/Cu9KaN9tIwP/,Bye bye breakouts ?ëã Introducing caudalie ASOS Exclusive Vinopure Salicylic Spot Solution ?ß™¬†??Visibly reduces localised breakouts in 4 hours??It purifies dries out and reduces redness,reel,2023-07-21 6:16,714,-0.74,0.00483,9,-0.85,705,-0.76,,4219,4641
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/C2Kei9FNDh9/,mathildemellors cool-girl checklist: sunnies hoodie + nike V2Ks ?ëÔ∏è ?îé Nike V2K [130863994],reel,2024-01-16 9:00,709,-0.74,0.00479,13,-0.79,696,-0.76,,27546,30301
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CzYZe14oDXz/,Your style journey is never finished. Walk/pose/roll/vibe your way and find the looks that are 100% you right here #asosyourway ?îé Shop the edit on ASOS,reel,2023-11-08 5:14,708,-0.74,0.00478,27,-0.57,681,-0.77,,3420,3762
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/C0Ph3KaIzBo/,Us the main character? We?ôre just sparkling the night away ?òè?? ASOS Design Embellished Dress [132331499],reel,2023-11-29 15:04,704,-0.74,0.00475,24,-0.61,680,-0.77,,3335,3669
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/Cw0HLqEsFW4/,chloegriffin is the ?®moment?®Don?ôt miss the first episode of Stylist Spotlight now live on our YouTube channel! ?îó link in bio.,reel,2023-09-05 10:57,700,-0.74,0.00473,18,-0.71,682,-0.77,,5833,6417
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/Cuzmla1oBhz/,If ASOS did billboards?¶and manis ?íÖ,reel,2023-07-17 13:08,698,-0.74,0.00471,8,-0.87,690,-0.76,,4006,4407
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CwX50RGJAaa/,Name a vibe... ?îé?é∫?íï?ß∂ We bet Vans has Knu Skools for that ?íé ?îç [Vans Knu Skools],reel,2023-08-25 12:00,695,-0.74,0.00469,4,-0.93,691,-0.76,,3024,3326
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/C2KzJJ1trRi/,The best way to build your wardrobe? Start with ASOS basics ft. ultra-reliable pieces in every cut colour and combo ?é®ASOS DESIGN crew neck cardigan [133401738],reel,2024-01-16 12:00,695,-0.74,0.00469,12,-0.8,683,-0.77,,26759,29435
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/Cz_9_SJN80I/,Black Friday has LANDED. Get up to 80% off almost everything! Oh and if you head to the site RN youre in for an EXTRA treat ?? noorieana [she/her] #ASOSBlackFriday,reel,2023-11-23 14:00,691,-0.75,0.00467,9,-0.85,682,-0.77,,3011,3312
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/Cr8IEO5hp6O/,Intruder alert ?ö® ever wondered what goes into your fave skincare product? asoser chrisisainmdom answers the call of the wild and susses out what really goes down at The Ordinary labs.,reel,2023-05-07 7:00,688,-0.75,0.00465,11,-0.82,677,-0.77,,4284,4712
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CuTq9nksLWj/,?®Glow??on treat your skin to a summer refresh w/ The INKEY List?ôs cult faves ?ß¥,reel,2023-07-05 3:34,688,-0.75,0.00465,8,-0.87,680,-0.77,,3973,4371
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/C1XFg5HsT8a/,Haircare = virtuelabs ?òåVirtue Full Discovery Kit [500608650]Virtue Curl Discovery Kit [50060864]Virtue Healing Oil [500608641],reel,2023-12-27 10:00,687,-0.75,0.00464,18,-0.71,669,-0.77,,42079,46287
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/C1uOC4xo_kv/,Everyone brought the ENERGY??Flipping brilliant if you ask us (sorry not sorry) ?ôÉ,reel,2024-01-05 9:38,683,-0.75,0.00461,15,-0.76,668,-0.77,,27347,30082
asos,https://www.instagram.com/asos,https://www.instagram.com/p/Cu7UEruOxpN/,Bag yourself THE summer accessory and never let her go ?´∂ ?™©ASOS DESIGN bag [125595598],IMAGE,2023-07-20 13:00,679,-0.75,0.00459,13,-0.79,666,-0.77,,4093,4503
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/C0mBOKXI6B7/,Enter the ASOS | Mastercard comp for a chance to win tix to The BRITs for you and three pals ?´® There?ôs loads of ¬£150 ASOS gift cards to be won too! DW about what to wear either we?ôve got something 4 U ?íÉ?πüî?Click the link in bio to enter,reel,2023-12-08 8:44,677,-0.75,0.00457,48,-0.23,629,-0.78,,74273,81701
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/C2sfNo9sH0I/,Treating yourself on V-Day ?ßñ?ç‚?Ô∏?>>>> treating bae on V-Day ASOS DESIGN Zeus slippers [103913549]Malin + Goetz Facial Cleansing Oil [130814711]COSRX AHA/BHA Clarifying Treatment Toner [115106700]Caudalie Vinosource Grape Water Moisturizing Mask [105583600]Glow Hub Purify & Brighten Super Serum [1738897]COSRX Advanced Snail 96 Mucin Power Essence [115106685]Dr. Jart+ Ceramidin Cream [500583253]Dr.Jart+ Ceramidin Eye Cream [1978536],reel,2024-01-29 14:00,675,-0.75,0.00456,49,-0.21,626,-0.78,,38222,42044
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/C17C6HmIegb/,Set your own pace this year ?´∂?îé ?òadidas??reel,2024-01-10 9:10,674,-0.75,0.00455,26,-0.58,648,-0.78,,30655,33720,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/C0RCSR8o4yV/,PSA ?ò± It?ôs winter tomorrow ?ÑÔ∏è?∑Ô∏è ASOS DESIGN co-ord in bright pink [130809465]ASOS DESIGN bonded borg aviator [132339912]ASOS DESIGN neat fit cardigan cami & shorts [132726175]ASOS DESIGN extreme oversized jacket [132768130]The North Face TNF 2000 puffer [132901787],reel,2023-11-30 5:09,671,-0.75,0.00453,6,-0.9,665,-0.77,,2856,3141
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/Czo9UqdOt0t/,WARNING: our partywear looks may stop traffic...?ö¶ASOS LUXE Premium 3D velvet ruffle top in black [132024894],reel,2023-11-14 15:33,664,-0.76,0.00448,20,-0.68,644,-0.78,,3112,3423
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/Cty6p5hM6k3/,Get a glimpse into the magical creative process with this weeks Through the Lens artist and music producer karennyamekg (she/her) hailing from London ?™Ñ. Join us as KG shares her journey navigating the music industry as a queer black woman and breaking through the limitations the industry imposed on her identity. Discover how she found confidence within the LGBTQ+ community and the transformative power of safe spaces for all facets of self-expression. ?éµ ?éπABOUT THROUGH THE LENSThrough the Lens is a sonic treat showcasing love for fresh musical talent within the LGBTQ+ community ?è≥Ô∏è‚Äçüåàüè≥Ô∏è?ç‚ößÔ∏?During Pride artists will be taking over ASOS Instagram,reel,2023-06-22 10:13,659,-0.76,0.00445,27,-0.57,632,-0.78,,4823,5305
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CxsVt4jMKjx/,Curly-hair routine or work out? Is 1L of conditioner ever enough? tashaggreen answers all these important questions and more ??Thats right bb were BACK with #IllShowYouMine ?ï∑Ô∏?reel,2023-09-27 7:00,658,-0.76,0.00444,2,-0.96,656,-0.77,,3035,3338,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/C2meOaBo7Ru/,A gift for your sneaky link? ?ôÉ Check out Valerio?ôs V-Day picks for EVERY vibe?£Ô∏è Sol de Janeiro Beija Flor Elasti-Cream [118813152]KAYALI Eden Sparkling Lychee [133564391]LUSH Sweethearts Bath Bomb and Sticky Dates Shower Gel Valentine?ôs Day Duo Set [¬†133982509] [SIMILAR],reel,2024-01-27 5:59,655,-0.76,0.00442,23,-0.63,632,-0.78,,29048,31953
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CxuwFynsQlw/,Its the scoop for us ?òç leighbuysbeauty [she/her] gives us a taste of the elemis_uki cleansing balm ?®Elemis Pro-Collagen Green Fig Cleansing Balm [132711448],reel,2023-09-28 5:29,653,-0.76,0.00441,11,-0.82,642,-0.78,,4498,4948
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CppWuTJtMjj/,Our hair is growing and so is our haircare routine! ?íÜ?ç‚?Ô∏èIt?ôs time to GROW your routine and get some hair-apy ?ëè?îé ?òHaircare??reel,2023-03-11 6:00,641,-0.76,0.00433,15,-0.76,626,-0.78,,3880,4268,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/Cp0Po-WA0iE/,Our wishlist is the grooming genie that grants all your wishes ?ßû?ç‚ôÇÔ∏èü™??îç Search ?òGrooming??on ASOS,reel,2023-03-15 12:31,637,-0.76,0.0043,14,-0.77,623,-0.79,,3780,4158
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CzyjpoWhcJF/,From styling to vibing you gotta do things your way ??were here for your style journey @?åskyestandley [she/her]?îé Shop the edit on ASOS,reel,2023-11-18 9:00,630,-0.77,0.00425,9,-0.85,621,-0.79,,2761,3037
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CqVLi60gYJ4/,Introducing ASOS DESIGN summer essentials ?åª?çâFrom crochet cool and cut-outs to linen tailoring and mini lengths - whatever the weather we?ôve got you covered for the sunny season ?ÄÔ∏?reel,2023-03-28 7:33,629,-0.77,0.00437,11,-0.82,618,-0.79,,3495,3844,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CxIYTqrIktD/,Fresh from the pages of taylordiorr?ôs *new* book... ?ìñStyling The Situationship characters with levislondon¬Æ and the author.Shop the products in the comments below ?ëá,reel,2023-09-13 7:56,628,-0.77,0.00424,20,-0.68,608,-0.79,,5871,6458
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/Cz4DuW5oNQh/,A BTS look at the fun on set with invuharry [he/him] and isa.yasmijn [she/her] ???îé Shop the edit on ASOS,reel,2023-11-20 12:21,622,-0.77,0.0042,22,-0.64,600,-0.79,,2973,3270
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/C2SNc5EsZBf/,Like Mike: ASOSers edition ??From the X-factor to jump factor have they got it?????îé Activewear,reel,2024-01-19 9:05,614,-0.77,0.00415,16,-0.74,598,-0.79,,25409,27949
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/C0Cpnanre6g/,DYK our biggest #ASOSBlackFriday deal just got even BIGGER??îù Up to 80% off almost everything is HERE + an ?®EXTRA??Black Friday treat on ASOS.com @?åsimply_banji [she/her],reel,2023-11-24 15:00,604,-0.78,0.00408,7,-0.88,597,-0.79,,2604,2864
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/Crx1ls3JHgy/,When asoser Aletha is all of us ?? The Ordinary guides us through the dos and don?ôts of washing your face with the new Glycolipid cleanser available exclusively at asos rn ??reel,2023-05-03 7:06,603,-0.78,0.00407,16,-0.74,587,-0.8,,4602,5062,
asos,https://www.instagram.com/asos,https://www.instagram.com/p/CxI0-yFvdwx/,Your AW23 wardrobe c/o @?åabercrombie awaits ?çÅAbercrombie & Fitch badge logo varsity bomber jacket [132484351]Abercrombie & Fitch jacquard stripe knit cardigan [132627553]Abercrombie & Fitch draped satin shirt dress [132701567],CAROUSEL_ALBUM,2023-09-13 12:00,595,-0.78,0.00402,7,-0.88,588,-0.8,,3742,4116
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CxV_zRNMX6C/,Stylist Spotlight is BACK?éôÔ∏è‚ú®Catch up with chloegriffin and charleymadolell to get the low-down on our latest trend the new uniform ?©∂?ëûEpisode 2 drops on YouTube tomorrow! ?îó,reel,2023-09-18 14:45,592,-0.78,0.004,10,-0.84,582,-0.8,,4079,4487
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/Cx8P8E4IR-J/,blindtobes ??Roman Empire is his skincare routine... ?èõÔ∏?And he?ôs ready to share the recipe for his sauce in #IllShowYouMine ?ë®?çüç≥Bag his ASOS picks on-site.,reel,2023-10-03 11:19,591,-0.78,0.00399,9,-0.85,582,-0.8,,3491,3840
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CuSCVNmth0x/,Your new BOP courtesy of this week?ôs Plug and Play with DJ and cultural curator _sippin_t ?™Ñ ?éµ ?éπ?îå Plug and Play ?îå a chance for artists to steal the ASOS spotlight during Pride ?è≥Ô∏è‚Äçüåàüè≥Ô∏è?ç‚ößÔ∏?share their sound and introduce one of their favourite tracks. How they do it? Up to them.,reel,2023-07-04 12:16,589,-0.78,0.00398,14,-0.77,575,-0.8,,4425,4868
asos,https://www.instagram.com/asos,https://www.instagram.com/p/CxIIf_hMm68/,?ö®PSA: new denim has just dropped?ö®ASOSer charleymadolell [she/her] takes us through her top denim picks??it?ôs time to find your perfect pair ?ëñ?§©,CAROUSEL_ALBUM,2023-09-13 5:31,586,-0.78,0.00396,9,-0.85,577,-0.8,,4041,4445
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CxqlghZq83A/,Prep. Set. Supercharge ?èÜ?èÅ morphebrushes Prep & Set Mist [500566878],reel,2023-09-26 14:41,581,-0.79,0.00392,11,-0.82,570,-0.8,,4194,4613
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/Ctosqmmtjzj/,?ö® ATTN! Our festi-?òfit mixtape just dropped! Choose your player... Ft. Kickers Berghaus and Speedo ?î•,reel,2023-06-18 10:58,580,-0.79,0.00392,9,-0.85,571,-0.8,,3087,3396
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/Czq2J_BIwWW/,We do the looks you do the style - ASOS Your Way,reel,2023-11-15 9:13,578,-0.79,0.0039,13,-0.79,565,-0.81,,2623,2885
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CzyzPbSswud/,We?ôve got all the spotlight-stealing partywear for serving that all-eyes-on-me kinda NRG ?®ASOS LUXE premium 3D velvet ruffle top [132024894]ASOS LUXE sexy flare trousers [132887733]ASOS DESIGN Strut silver sling back heels [131208769]Reclaimed vintage unisex motor jacket [131069340]ASOS DESIGN oversized grungy poplin shirt [132260598]ASOS DESIGN slim tie [118815032],reel,2023-11-18 11:17,578,-0.79,0.0039,9,-0.85,569,-0.8,,2547,2802
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/C2j555BINTN/,A gift for your sneaky link? ?ôÉ Check out Mary?ôs V-Day picks for EVERY vibe?£Ô∏è Calvin Klein CK One [114910989]Puma Palermo leather trainers [132925764]adidas Originals Superstar XLG trainers [127353701]Juicy Couture Hoodie [133194704]Juicy Couture joggers [133194708],reel,2024-01-26 6:01,578,-0.79,0.0039,32,-0.49,546,-0.81,,29467,32414
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/C2U4l-gMkli/,Ready to enter your hibernation era? Same. That?ôs why we?ôre talking cosycore + so much more with @?åkieraliberati! ?ïÔ∏èTune into the next episode of Stylist Spotlight tomorrow! ?ö®,reel,2024-01-20 10:00,577,-0.79,0.0039,21,-0.66,556,-0.81,,25831,28414
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/C14dPzGo4uV/,Interests are: - exploring nature - getting the shot- New Balance ?íö,reel,2024-01-09 9:04,573,-0.79,0.00387,25,-0.6,548,-0.81,,27010,29711
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/C2W-fYkM__q/,We don?ôt gatekeep?¶Stylist Spotlight ep. 6 is now LIVE on YT!! ?îóDive into snuggle season with cosy-dressing tips and tricks from our fave kieraliberati ?ß∏,reel,2024-01-21 5:30,573,-0.79,0.00387,24,-0.61,549,-0.81,,26682,29351
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CzrJ8kNItmo/,Outdoorsy ?òstyle inspo from isa.yasmijn [she/her] and tbh that fleece is a must in this weather ?•∂ #ASOSYourWay,reel,2023-11-15 12:03,573,-0.79,0.00387,15,-0.76,558,-0.81,,2627,2890
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/C115AL-IFIB/,Movement to me is??_________ wys? ?§∏?îé?ôActivewear??reel,2024-01-08 9:08,566,-0.79,0.00382,19,-0.69,547,-0.81,,24815,27296,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/Ctt94WdoBPD/,This week?ôs Plug and Play ?è≥Ô∏è‚Äçüåàüè≥Ô∏è?ç‚ößÔ∏?is from DJ @?ås.hivum (he/him) who lures us into his musical world with sonic realness ?∞üí?Settle in??üéπüî?Plug and Play ?îå a chance for artists to steal the ASOS spotlight during Pride ?è≥Ô∏è‚Äçüåàüè≥Ô∏è?ç‚ößÔ∏?share their sound and introduce one of their favourite tracks. How they do it? Up to them.?é§ Shivum Sharma ??7amThrough the Lens is a sonic treat showing love for fresh musical talent within the LGBTQ+ community ?è≥Ô∏è‚Äçüåàüè≥Ô∏è?ç‚ößÔ∏?During Pride artists will be taking over ASOS Instagram to tell us their stories and chat about their love of music ?éµ ?éµ,reel,2023-06-20 12:06,561,-0.79,0.00379,7,-0.88,554,-0.81,,2852,3138
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CqaZ1-Ms9sx/,GUESS WHO ?îéYour heart-ly going to believe whos starring in Out & Out ep 6? ????,reel,2023-03-30 8:10,559,-0.79,0.00377,23,-0.63,536,-0.82,,4202,4623
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/Czgv0TwhZsj/,Sexy cute and confident manifestations only on the next ep of Stylist Spotlight ft. justinplz ???éôÔ∏è‚ú®Episode 4 drops on our YT channel Monday at 12pm. ?îó,reel,2023-11-11 11:00,559,-0.79,0.00377,6,-0.9,553,-0.81,,2421,2663
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/Ct_5NhgNXIP/,This week?ôs Plug and Play ?è≥Ô∏è‚Äçüåàüè≥Ô∏è?ç‚ößÔ∏?is from artist and music producer ?ëë karennyamekg (she/her) who invites into the sonic world of The Rhythm Goddess and gives us a glimpse of her new music ?îä?îå Plug and Play ?îå a chance for artists to steal the ASOS spotlight during Pride ?è≥Ô∏è‚Äçüåàüè≥Ô∏è?ç‚ößÔ∏?share their sound and introduce one of their favourite tracks. How they do it? Up to them.,reel,2023-06-27 11:10,547,-0.8,0.0037,12,-0.8,535,-0.82,,3187,3506
