Name,Profile,Permalink,Caption,Type,Date,Engagement,Engagement Ratio vs Average,Engagement Rate,Comments,Comments Ratio vs Average,Likes,Likes Ratio vs Average,Campaigns,Estimated Reach,Estimated Impressions
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/Cw7F_7wIndt/,#adidasGazelle: looks good from every angle.#WeGaveTheWorldAnOriginal,CAROUSEL_ALBUM,2023-09-08 04:00 AM,26025,-0.48,0.07561,138,-0.79,25887,-0.48,,961553,1057709,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/C0MW7X3LVN2/,The latest collaboration from humanrace offers a glimpse into hybrid design innovation converged in elements of nature. Visual contrasts between sole and shoe with an array of colorways create a shoe made for intentional living.NMD S1 MAHBS available now on Confirmed and select retailers globally.,CAROUSEL_ALBUM,2023-11-28 09:29 AM,25641,-0.49,0.0745,170,-0.74,25471,-0.49,,251678,276846,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/Cy3P0QnrW_x/,Inspired by a Western universe interpreted by Benitos style Bad Bunny Response CL uses the desert as a territory that offers endless possibilities.Signups open now. Available October 28th on Confirmed app adidas stores and select retail partner stores globally.,CAROUSEL_ALBUM,2023-10-26 09:11 AM,25298,-0.5,0.0735,110,-0.83,25188,-0.49,,200976,221074,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/C2PoBJ8Ii1E/,Dream Study at the Wales Bonner FW24 show last night featuring adidas Originals by walesbonner pieces and our adidas family Congratulations walesbonner on another beautiful show👏,CAROUSEL_ALBUM,2024-01-18 08:59 AM,24750,-0.51,0.07191,126,-0.8,24624,-0.5,,215250,236775,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/CyAngrZIFl-/,Where Originality Meets Extraordinary. Explore the #moncleradidasoriginals collection now on CONFIRMED online at adidas.com and in select stores.#monclergenius,CAROUSEL_ALBUM,2023-10-05 04:00 AM,23942,-0.52,0.06956,122,-0.81,23820,-0.52,,195856,215442,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/CxxMj98IoMs/,Innovative. Legendary. Original. Chris Severn x adidas Originals #1000Originals #adidasOriginals,IMAGE,2023-09-29 04:16 AM,23443,-0.53,0.06811,66,-0.89,23377,-0.53,,706717,777388,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/CzJRJgnLst1/,pharrells latest exploration of the Samba celebrates adidas heritage and innovation through the lens of humanrace with a focus on fusing design and functionality to create thoughtfully crafted products.To celebrate the launch we partnered with photographer liammacrae for an editorial campaign that captures the versatility comfort and earthy hues of the new Humanrace Samba colorways.Available globally November 3rd via adidas.com/Pharrell Humanrace.com and select retailers.,CAROUSEL_ALBUM,2023-11-02 09:09 AM,22816,-0.55,0.06629,94,-0.85,22722,-0.54,,201991,222190,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/reel/Ctiz_pkA8x6/,This or that? 💙​ Stan Smith styled with Blue Version by ThreadsGen,reel,2023-06-16 04:07 AM,22738,-0.55,0.0661,154,-0.76,22584,-0.54,,212371,233608,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/CvxR-hZonEt/,adidas Originals and highsnobiety present the 30 boldest Superstar XLG fits from our community-powered lookbook. Hand-selected by Highsnobiety’s team of fashion editors.Explore the Top 30 via link in bio #SuperstarXLG-Creative direction: clubhouse___studio,CAROUSEL_ALBUM,2023-08-10 12:00 PM,22172,-0.56,0.06445,166,-0.74,22006,-0.56,,224441,246885,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/Cqk5oW6oRDt/,Three classics 🤝 Three cultureslil.dre._ dee_koala and her friends wear_broke take on Cape Town sharing music fashion and skate. Wearing the Superstar Forum and Gazelle.-Available globally on adidas.com and adidas stores. Link in bio.#HomeOfClassics,CAROUSEL_ALBUM,2023-04-03 10:00 AM,21647,-0.57,0.063,260,-0.6,21387,-0.57,,278506,306356,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/reel/Cq8ZOLjIH0G/,ZX 8000 but make it Gucci with a edielibertyrose twist. #adidasxGucci,reel,2023-04-12 01:00 PM,21237,-0.58,0.06177,118,-0.82,21119,-0.57,,196562,216218,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/Cv2_nnPvL7c/,Dear Hip HopWe celebrate 50 years of your infectious heartbeat 40 iconic years of Run DMC and a timeless legacy of Originality.This year marks a journey that began on the streets of the Bronx took the world by storm and elevated the adidas Superstar into a cultural staple of streetwear. Theres no better way to honor the moment than back home with Hip Hops #1 pioneering MCs rundmc at Yankee Stadium.Heres to you Hip Hop – a love thats 50 years deep and forever growing.#MyAdidas #HipHop50,CAROUSEL_ALBUM,2023-08-12 05:15 PM,21194,-0.58,0.06161,120,-0.81,21074,-0.57,,197541,217295,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/Cu1Mt2EoAPK/,The Superstar XLG styled by contemporary streetwear culture.​Share your fit tagging #SuperstarXLG adidasOriginals-Shot by: migueltriano,CAROUSEL_ALBUM,2023-07-18 04:00 AM,20840,-0.58,0.06058,107,-0.83,20733,-0.58,,188783,207662,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/reel/Cza1koYolj-/,adidas Spezial AW23: A story of contrasts and harmony featuring football icon Roy Keane and his dog Jet.​,reel,2023-11-09 04:14 AM,20668,-0.59,0.06005,272,-0.58,20396,-0.59,,219287,241216,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/CrdjbwtogY5/,SUPERSTAR FORUM GAZELLE REIMAGINED 💡Take a closer look at the rare collectibles created by 18 global artists. Learn about their stories and enter the raffle for a chance to win. Link in bio.​ #HomeOfClassics​,CAROUSEL_ALBUM,2023-04-25 10:03 AM,20384,-0.59,0.05925,202,-0.69,20182,-0.59,,236408,260049,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/reel/CyiyQByOd0G/,Explore the upcoming Change The Generation collection on the Confirmed App.,reel,2023-10-18 10:31 AM,20255,-0.6,0.05885,178,-0.72,20077,-0.59,,179770,197747,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/C0ZXNffLCXn/,Discover the 2023-2024 fearofgodathletics opening season collection available now on fearofgod.com and CONFIRMED.,IMAGE,2023-12-03 10:41 AM,20106,-0.6,0.05831,53,-0.91,20053,-0.6,,148260,163086,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/reel/CrLg84PIG05/,The classics reimagined as 39 rare collectibles ✨ Yours to win. Link in bio.​​#HomeOfClassics​,reel,2023-04-18 10:00 AM,20087,-0.6,0.05839,179,-0.72,19908,-0.6,,216699,238369,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/CyGu45noDfI/,Resilient. Raw. Original.tyshawn x adidasOriginals x adidasskateboarding#1000Originals #adidasOriginals,IMAGE,2023-10-07 01:00 PM,19672,-0.61,0.05716,123,-0.81,19549,-0.61,,118282,130110,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/Ctg-jYlInD2/,Stan Smith 🤝 Blue Version. ​Define your style perspective as two worlds collide on the blue carpet for the second season of Stan Smith styled with Blue Version.​The collection is available now in select adidas stores and online at adidas.com.​ ​ Photographer: antongottlob​ Stylist:  daniellevancamp​ Creative Direction: plstudioltd,CAROUSEL_ALBUM,2023-06-15 11:00 AM,19437,-0.61,0.0565,91,-0.86,19346,-0.61,,171510,188661,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/reel/CxNo0oWIZVI/,Gazelle may have started as a trainer but it’s had a long run racing from podiums to runways to skate parks around the world for over 70 years. Once an Original always an Original. #adidasGazelle #WeGaveTheWorldAnOriginal,reel,2023-09-15 09:00 AM,19436,-0.61,0.05647,159,-0.75,19277,-0.61,,695177,764695,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/CxVzwMkosQ9/,Whats your Superstar Originals story? ⬇️#adidasSuperstar #WeGaveTheWorldAnOriginal,IMAGE,2023-09-18 01:00 PM,19366,-0.61,0.05627,95,-0.85,19271,-0.61,,599301,659232,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/Cy_TNQCrxVG/,An instant hit — the #adidasRivalry moved beyond the hardwood and into the mainstream by way of cultural tastemakers.,CAROUSEL_ALBUM,2023-10-29 12:15 PM,19324,-0.61,0.05615,70,-0.89,19254,-0.61,,145677,160244,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/reel/CxqFRafoyl9/,Humble. Trendsetter. Original. davidbeckham x adidasOriginals x adidasLondon #1000Originals #adidasOriginals,reel,2023-09-26 10:00 AM,18974,-0.62,0.05513,141,-0.78,18833,-0.62,,671621,738783,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/CyIV2gRow02/,Pioneering. Charismatic. Original.  mrgoldie x adidasOriginals  #1000Originals #adidasOriginals,IMAGE,2023-10-08 04:00 AM,18455,-0.63,0.05362,125,-0.8,18330,-0.63,,133862,147248,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/reel/Cx4yOCYoHoV/,Here’s to the explorers. To those who travel beyond limits. To a place Where Originality Meets Extraordinary. To Moncler x adidas Originals.​Online at moncler.com and adidas.com/Moncler from October 4 and in selected global boutiques from October 5. ​#moncleradidasoriginals#monclergenius,reel,2023-10-02 03:00 AM,17612,-0.65,0.05117,179,-0.72,17433,-0.65,,160724,176797,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/reel/CpfDlshowt7/,It’s the final showdown as endclothing and offspringhq go head-to-head for the title of first-ever adidas Consortium Cup Champions. Tell us your winner predictions in the comments!#adidasConsortiumCup 👟🏆,reel,2023-03-07 06:01 AM,16662,-0.67,0.04849,224,-0.65,16438,-0.67,,209699,230669,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/reel/CvxejIiga_o/,How our community around the 🌎 are styling the new Superstar XLG.​ See the final fits in our Superstar XLG Lookbook.Link in bio.-#SuperstarXLG​ ​ Shot by: jansports__,reel,2023-08-10 02:00 PM,16555,-0.67,0.04812,117,-0.82,16438,-0.67,,158201,174021,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/Cy--ptAr5hB/,1986. The #adidasRivalry is introduced. Born on the court embraced by culture. A true Original.#WeGaveTheWorldAnOriginal,CAROUSEL_ALBUM,2023-10-29 09:15 AM,16539,-0.67,0.04805,62,-0.9,16477,-0.67,,127931,140724,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/CwDMlx6ou9M/,Superstar XLG Lookbook 📸 on set.Explore hundreds of self-styled fits via link in bio.—#SuperstarXLG,CAROUSEL_ALBUM,2023-08-17 11:00 AM,16319,-0.67,0.04744,79,-0.87,16240,-0.67,,146214,160836,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/reel/CtlX0r1gL3X/,Stan Smith styled with Blue Version fits for every motive by ThreadsGen,reel,2023-06-17 04:00 AM,15702,-0.69,0.04564,83,-0.87,15619,-0.68,,137104,150815,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/reel/CzBjE2Qri2f/,There nothing more Original than a good #adidasRivalry. #WeGaveTheWorldAnOriginal,reel,2023-10-30 09:13 AM,15498,-0.69,0.04503,136,-0.79,15362,-0.69,,128169,140986,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/CuUYgzHLL-n/,This collaboration is bigger than myself. Its about much more than just designing a sneaker but also advocating for women especially those who look just like me who came from little to nothing who migrated with a mission and fantasized about creating generational wealth and breaking boundaries. - tulieyaitoThe Tulie Forum Hi is releasing July 8th on CONFIRMED and at select retailers globally — link in bio to learn more.,CAROUSEL_ALBUM,2023-07-05 10:08 AM,15437,-0.69,0.04487,257,-0.6,15180,-0.69,,216922,238614,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/CxU2FnLIFQp/,We gave the world an Original you gave us a thousand back. #adidasSuperstar #WeGaveTheWorldAnOriginal,IMAGE,2023-09-18 04:01 AM,15278,-0.69,0.04439,71,-0.89,15207,-0.69,,473986,521384,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/Cx0tRy3I2O2/,Iconic. Fresh. Original.  rundmc x adidasOriginals x adidasNYC   #1000Originals #adidasOriginals,IMAGE,2023-09-30 12:59 PM,15226,-0.7,0.04424,149,-0.77,15077,-0.69,,492585,541843,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/reel/CwSpgE2gGaD/,Its only right that we sat down with the creator of the adidas Superstar Chris Severn and the legendary rundmc to discuss the journey of the sneaker from a basketball essential to a streetwear staple within the Hip Hop community. #HH50,reel,2023-08-23 11:03 AM,15183,-0.7,0.04414,126,-0.8,15057,-0.69,,152991,168290,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/Cu4bUGKrD3P/,#IVYPARADISE 🤝 your perfect summer fit. Build your look on adidas.com now.,CAROUSEL_ALBUM,2023-07-19 10:05 AM,15112,-0.7,0.04393,155,-0.76,14957,-0.7,,170466,187513,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/reel/CyI32coIYEz/,Disruptive. Unorthodox. Original. ​ ​ kingpush x adidasOriginals​​ #1000Originals #adidasOriginals,reel,2023-10-08 09:00 AM,14613,-0.71,0.04246,249,-0.62,14364,-0.71,,161945,178139,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/CxfJILJIdbc/,We gave the world an OriginalYou gave us a thousand back#adidasSamba #WeGaveTheWorldAnOriginal,IMAGE,2023-09-22 04:00 AM,14605,-0.71,0.04243,64,-0.9,14541,-0.71,,450162,495178,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/reel/CtgOgw7AtQW/,Two worlds collide as Stan Smith styled with Blue Version hits the blue carpet for a renewed season of re-defined luxury 🌎​The FW23 collection is available now in select adidas stores and online at adidas.com.​ ​ Photographer: antongottlob​ Stylist:  daniellevancamp​ Creative Direction plstudioltd,reel,2023-06-15 04:00 AM,14136,-0.72,0.04109,108,-0.83,14028,-0.72,,137044,150748,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/C0ZZbfJr8eu/,Discover the 2023-2024 fearofgodathletics opening season collection available now on fearofgod.com and CONFIRMED.,IMAGE,2023-12-03 11:01 AM,13694,-0.73,0.03971,55,-0.91,13639,-0.72,,112401,123641,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/CxxtBtXoZ3j/,Iconic. Fresh. Original.  rundmc x adidasOriginals x adidasNYC   #1000Originals #adidasOriginals,IMAGE,2023-09-29 09:00 AM,13501,-0.73,0.03923,111,-0.83,13390,-0.73,,446258,490883,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/CtLoE6PL_cV/,Push the boundaries of re-defined luxury as court classics embrace expressive apparel.​ The Stan Smith styled with Blue Version collection launches June 15 in select adidas stores and online at adidas.com.,CAROUSEL_ALBUM,2023-06-07 04:00 AM,13420,-0.73,0.03901,65,-0.9,13355,-0.73,,119340,131274,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/reel/Ctbu04no6JP/,It’s FEWO’s world we’re just playing in it 🤸​ ​ Embrace a harmonious collision of perspectives as we step into a new frontier with FEWOCiOUS. Link in bio.​​,reel,2023-06-13 10:07 AM,13324,-0.73,0.03877,98,-0.85,13226,-0.73,,127619,140381,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/reel/CtOhJyTgz_r/,A mystic revelation a place in the sun. ​​adidas Originals by walesbonner returns celebrating Jamaican style and the essence of the outdoors. A way towards togetherness shared life and the feeling of freedom.​​The Spring Summer 2023 collection launches globally on June 9th at adidas.com/wales_bonner via the CONFIRMED app and select retailers.​​#adidasOriginalsbyWalesBonner,reel,2023-06-08 07:00 AM,12912,-0.74,0.03753,93,-0.85,12819,-0.74,,122867,135154,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/reel/CzTHqCXo8YU/,When we dream​ adidas Originals by Wales Bonner returns for Autumn Winter 2023 as adidas’ sporting legacy is reimagined through unique interpretations of archival pieces.  ​ The collection launches Wednesday November 8th on walesbonner.net CONFIRMED adidas.com/wales_bonner and select stores. ​ #adidasOriginalsbyWalesBonner,reel,2023-11-06 04:00 AM,12906,-0.74,0.0375,73,-0.88,12833,-0.74,,115906,127497,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/reel/C0UCLxMr00m/,A celebration of deliberate innovation: sharp modern natural. NMD S1 MAHBS available now on Confirmed and select retailers globally.,reel,2023-12-01 09:02 AM,12887,-0.74,0.03744,55,-0.91,12832,-0.74,,122420,134662,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/reel/C2SbCGoogP9/,Family ties 🤝 walesbonner #adidasOriginalsbyWalesBonner,reel,2024-01-19 11:03 AM,12667,-0.75,0.0368,88,-0.86,12579,-0.74,,114193,125612,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/reel/CqxIz5Aofp1/,This is your sign to be authentically you. ​ ​ Club Originals is for the free-thinkers day-dreamers culture-makers and originators whoever you are whatever your craft.​ Welcome to #ClubOriginals. ​,reel,2023-04-08 04:07 AM,11361,-0.77,0.03304,86,-0.86,11275,-0.77,,116142,127756,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/CxZ_h72IqGq/,We gave the world an OriginalYou gave us a thousand back#adidasGazelle #WeGaveTheWorldAnOriginal,IMAGE,2023-09-20 03:59 AM,11133,-0.78,0.03235,52,-0.92,11081,-0.77,,346015,380616,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/reel/Cvt38D3o8sB/,adidas Originals and highsnobiety present the Superstar XLG Lookbook — a celebration of the new classic styled by our global community. Contextualised by contemporary streetwear culture across the world.-Visit the lookbook via the link in bio.​#SuperstarXLG,reel,2023-08-09 04:18 AM,10998,-0.78,0.03197,76,-0.88,10922,-0.78,,104368,114805,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/Cxa9VgnozLX/,Whats your Gazelle Originals story? ⬇️ #adidasGazelle #WeGaveTheWorldAnOriginal,IMAGE,2023-09-20 01:00 PM,10878,-0.78,0.03161,42,-0.93,10836,-0.78,,330667,363734,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/CxgHs-fIvro/,Whats your Samba Originals story? ⬇️ #adidasSamba #WeGaveTheWorldAnOriginal,IMAGE,2023-09-22 01:06 PM,10593,-0.79,0.03078,49,-0.92,10544,-0.78,,328054,360859,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/reel/C2aI_u0ov0s/,From one generation to the next… #adidasOriginals2000sRunning,reel,2024-01-22 11:00 AM,10089,-0.8,0.02931,105,-0.84,9984,-0.8,,102904,113194,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/reel/C2b919AIodP/,Handing over the legacy in style…#adidasOriginals2000sRunning,reel,2024-01-23 04:01 AM,9954,-0.8,0.02892,182,-0.72,9772,-0.8,,129159,142075,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/reel/CzHpO3uvxYM/,Find your sound. Make it yours. Mix it up and keep the #adidasRivalry going.#WeGaveTheWorldAnOriginal,reel,2023-11-01 06:01 PM,9403,-0.81,0.02732,61,-0.9,9342,-0.81,,86724,95397,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/reel/CzEOK4irCov/,Both on and off the court the #adidasRivalry keeps everyones competitive spirit alive.#WeGaveTheWorldAnOriginal,reel,2023-10-31 10:09 AM,9296,-0.81,0.02701,50,-0.92,9246,-0.81,,71314,78445,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/reel/CzGzJsFrVQk/,The #adidasRivalry is always there for your toughest styling decisions no matter what chair you choose.#WeGaveTheWorldAnOriginal,reel,2023-11-01 10:13 AM,7938,-0.84,0.02306,42,-0.93,7896,-0.84,,70000,77000,
adidasoriginals,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/CyTYMWlLAeZ/,The Blackout.Available now in adidas stores online at adidas.com/ivypark and in select partner stores globally.#IVYPARKNOIR #adidasxIVYPARK,CAROUSEL_ALBUM,2023-10-12 10:52 AM,7707,-0.84,0.02239,100,-0.84,7607,-0.84,,80748,88823,
