Profile,Profile Link,Post Link,Text,Date,Type,Video Length (seconds),Engagement,Engagement Ratio vs Average,Likes,Likes Ratio vs Average,Shares,Shares Ratio vs Average,Saves,Comments,Comments Ratio vs Average,Views,Engagement Rate,Music Name, Music Author, Hashtags, Campaigns
adidas,https://www.tiktok.com/@adidas,http://tiktok.com/@adidas/video/7228994216599293211,thankfully they didn?ôt run away from me #Running #adidas #marathon #roadtorecords ,2023-05-03 12:29,video,12,1172,-0.98,1133,0.01,11,0.01,39,17,0.03,35268,3.32313,original sound adidas,,running adidas marathon roadtorecords,
adidas,https://www.tiktok.com/@adidas,http://tiktok.com/@adidas/video/7341119545001692448,did we count right? #parisfashionweek #pfw #sl72 #adidasoriginals ,2024-02-29 15:13,video,60,1169,-0.98,1131,0.01,13,0.01,38,27,0.04,31218,3.74463,,,parisfashionweek pfw sl72 adidasoriginals,
adidas,https://www.tiktok.com/@adidas,http://tiktok.com/@adidas/video/7243535163399998747,eurocamp playlist loading??drop yours in the comments #adidaseurocamp #basketball #pregame #music #playlist,2023-06-11 16:56,video,22,1155,-0.98,1089,0.01,15,0.01,66,16,0.02,41775,2.76481,original sound adidas,,adidaseurocamp basketball pregame music playlist,
adidas,https://www.tiktok.com/@adidas,http://tiktok.com/@adidas/video/7224581081259904282,Bad Bunny ?§ù Coachella #badbunnypr #coachella #coachellaweekend2 @magaly.rds ,2023-04-21 15:04,video,35,1134,-0.98,1089,0.01,34,0.03,45,23,0.04,35960,3.1535,Yo Visto Asi Bad Bunny,,badbunnypr coachella coachellaweekend2,
adidas,https://www.tiktok.com/@adidas,http://tiktok.com/@adidas/video/7306895132614315297,we wish we looked this good working out @Rowi ?èã?èæ?ç‚?Ô∏? #gymmakeup #makeuptutorials,2023-11-29 9:45,video,36,1110,-0.98,1057,0.01,14,0.01,53,29,0.05,53749,2.06515,original sound adidas,,gymmakeup makeuptutorials,
adidas,https://www.tiktok.com/@adidas,http://tiktok.com/@adidas/video/7261126893972327707,?§ú?áÆ?áπ?§õ #FIFAWWC #adidas #womensworldcup ,2023-07-29 2:41,video,34,1085,-0.98,1054,0.01,15,0.01,31,12,0.02,22189,4.88981,Warm Nights LAKEY INSPIRED,,fifawwc adidas womensworldcup,
adidas,https://www.tiktok.com/@adidas,http://tiktok.com/@adidas/video/7261676206548847899,race ??∏è rave #berlin #race #Running #adidas #arcn #rave  ,2023-07-30 14:12,video,22,1076,-0.98,1047,0.01,15,0.01,29,14,0.02,25130,4.28173,Smoked out Phonk TREVASPURA,,berlin race running adidas arcn rave,
adidas,https://www.tiktok.com/@adidas,http://tiktok.com/@adidas/video/7218921374314794245,she is the inspiration you needed today #CapCut #Running #motivation #worldrecord #adidas,2023-04-06 9:01,video,17,1071,-0.98,1018,0.01,34,0.03,53,55,0.1,42888,2.4972,som original Ytallo Silva,,capcut running motivation worldrecord adidas,
adidas,https://www.tiktok.com/@adidas,http://tiktok.com/@adidas/video/7336609383347948833,how many did you get ? ?? #MLS #adidasfootball #nwsl ,2024-02-17 11:31,video,185,1042,-0.98,1003,0.01,3,0,39,29,0.05,30427,3.42459,,,mls adidasfootball nwsl,
adidas,https://www.tiktok.com/@adidas,http://tiktok.com/@adidas/video/7265343365783244064,Replying to @Albee  supportive bra + period support performance shorts (supported by a pad/ tampon) = ‚≠êÔ∏è performance #adidas #training #football ,2023-08-09 11:23,video,25,1036,-0.98,994,0.01,13,0.01,42,16,0.02,28351,3.65419,original sound adidas,,adidas training football,
adidas,https://www.tiktok.com/@adidas,http://tiktok.com/@adidas/video/7273131687796657440,les mills workouts got us like ?•µ #lesmills #workout #training #adidas ,2023-08-30 11:05,video,34,1016,-0.98,965,0.01,42,0.03,51,28,0.05,44070,2.30542,original sound adidas,,lesmills workout training adidas,
adidas,https://www.tiktok.com/@adidas,http://tiktok.com/@adidas/video/7226747193133141275,@?í•t i t i?í• on making space in sneaker culture and her fave adidas kicks ?ëü #adidas #sneakerhead ,2023-04-27 11:10,video,52,992,-0.98,944,0.01,13,0.01,48,47,0.08,60171,1.64863,original sound adidas,,adidas sneakerhead,
adidas,https://www.tiktok.com/@adidas,http://tiktok.com/@adidas/video/7255367632876997915,in our golf era ??#golf #adidas #golftok  @loulou_gonzalez ,2023-07-13 14:12,video,37,971,-0.98,930,0.01,10,0,41,14,0.02,42335,2.29361,Bossa nova that looks good in a cafe(976272) MiYAMO,,golf adidas golftok,
adidas,https://www.tiktok.com/@adidas,http://tiktok.com/@adidas/video/7264625737204862240,Welcome to our Los Angeles crib #officetour #cribs #adidas ,2023-08-07 12:58,video,90,937,-0.98,905,0.01,16,0.01,32,19,0.03,24951,3.75536,original sound adidas,,officetour cribs adidas,
adidas,https://www.tiktok.com/@adidas,http://tiktok.com/@adidas/video/7333370937833737505,pro tips for all my hoopers #yougotthis #basketball #freethrows #adidas ,2024-02-08 18:05,video,32,933,-0.98,881,0.01,8,0,52,18,0.03,33345,2.79802,,,yougotthis basketball freethrows adidas,
adidas,https://www.tiktok.com/@adidas,http://tiktok.com/@adidas/video/7333312134576753953,Replying to @StreetsWontForget here you go #penaltykick #adidas ,2024-02-08 14:16,video,35,881,-0.98,848,0.01,12,0.01,33,20,0.03,20814,4.23273,,, penaltykick adidas,
adidas,https://www.tiktok.com/@adidas,http://tiktok.com/@adidas/video/7237200093177285915,passing the ?é§ to Alysha #adidas #superstars #conchas,2023-05-25 15:12,video,43,838,-0.98,794,0.01,21,0.01,44,13,0.02,39565,2.11803,original sound adidas,,adidas superstars conchas,
adidas,https://www.tiktok.com/@adidas,http://tiktok.com/@adidas/video/7220791941829627141,babe wake up new series ?òThe Heart of It??with @destdol ?á±?á® is about to drop ?íñ,2023-04-11 10:00,video,36,807,-0.98,718,0.01,56,0.05,89,35,0.06,32020,2.5203,original sound adidas,,,
adidas,https://www.tiktok.com/@adidas,http://tiktok.com/@adidas/video/7234537096705232154,Do you see fashion as your armour? Stylist @Aliz√©  chatted with @destdol ?á±?á® on her process when it comes to dressing clients as well as herself. #adidas ,2023-05-18 10:58,video,25,784,-0.98,745,0.01,47,0.04,39,46,0.08,46486,1.68653,original sound adidas,,adidas,
adidas,https://www.tiktok.com/@adidas,https://www.tiktok.com/@adidas/video/7228628008226131226,showtime??#championsleague  #womenschampionsleague #adidas #salmaparalluelo #vickylopez ,2023-05-02 12:48,video,9,750,-0.98,721,0.01,2,0,16,11,0.02,7422,10.10509,original sound adidas,,championsleague womenschampionsleague adidas salmaparalluelo vickylopez,
adidas,https://www.tiktok.com/@adidas,http://tiktok.com/@adidas/video/7328437432335043872,admin blinked ?•≤ #Soccer #trinityrodman #footballboots #speed ,2024-01-26 11:00,video,3,738,-0.98,699,0.01,8,0,39,34,0.06,71293,1.03516,,,soccer trinityrodman footballboots speed,
adidas,https://www.tiktok.com/@adidas,http://tiktok.com/@adidas/video/7260884260297526554,?ùÔ∏è#adidasfootballcollective #fifawwc #adidas ,2023-07-28 10:59,video,12,715,-0.98,692,0.01,7,0,23,14,0.02,22051,3.24248,Epic Music(863502) Draganov89,,adidasfootballcollective fifawwc adidas,
adidas,https://www.tiktok.com/@adidas,http://tiktok.com/@adidas/video/7333646240195923232,Tips for all my three putters out there #yougotthis #golf #putting #adidas ,2024-02-09 11:53,video,43,661,-0.98,639,0.01,8,0,22,17,0.03,30653,2.1564,,,yougotthis golf putting adidas,
adidas,https://www.tiktok.com/@adidas,http://tiktok.com/@adidas/video/7298468189774761248,Wait.. what did that sign say? #newyorkmarathon #nyc #adidas ,2023-11-06 16:44,video,59,661,-0.98,635,0.01,5,0,26,9,0.01,25512,2.59094,,,newyorkmarathon nyc adidas,
adidas,https://www.tiktok.com/@adidas,http://tiktok.com/@adidas/video/7239640618849324315,Focus on how your body feels after a workout dont get hung up on the numbers ?íÅ?ç‚?Ô∏èüíÅ‚Äç‚?Ô∏?@ShazFit  @destdol ?á±?á®¬† #Fitness #gym #workout #fitnessmotivation,2023-06-01 5:03,video,21,657,-0.98,624,0.01,5,0,33,17,0.03,25112,2.61628,original sound adidas,,fitness gym workout fitnessmotivation,
adidas,https://www.tiktok.com/@adidas,http://tiktok.com/@adidas/video/7341442079832296736,?§∏?ï≥Ô∏?#parisfashionweek #pfw #adidasoriginals ,2024-03-01 12:05,video,21,566,-0.99,549,0,2,0,17,26,0.04,36613,1.5459,,,parisfashionweek pfw adidasoriginals,
adidas,https://www.tiktok.com/@adidas,http://tiktok.com/@adidas/video/7239369322206989594,The attire of champions ?¶Ö?§Ô∏è #slbenfica #adidas ,2023-05-31 11:30,video,25,451,-0.99,422,0,23,0.02,29,12,0.02,5887,7.66095,,,slbenfica adidas,
adidas,https://www.tiktok.com/@adidas,http://tiktok.com/@adidas/video/7312524619775315232,everyone get their jersey rn ?òÆ?çüí?#wearingvsstyling #adidasoriginals ,2023-12-14 13:50,video,8,308,-0.99,291,0,2,0,17,32,0.05,12406,2.48267,,,wearingvsstyling adidasoriginals,
adidas,https://www.tiktok.com/@adidas,http://tiktok.com/@adidas/video/7225338271646190875,?òé?ÄÔ∏è‚û°Ô∏èüå?#coachella #prettyboyflow #niadennis ,2023-04-23 16:02,video,6,291,-0.99,281,0,1,0,10,11,0.02,8546,3.4051,PRETTY BOY FLOW STURDYYOUNGIN,,coachella prettyboyflow niadennis,
adidas,https://www.tiktok.com/@adidas,http://tiktok.com/@adidas/video/7249782118346181914,@Amon-Ra  pulled up in style ‚≠êÔ∏è  @OT7  #football #nfl #pose #ot7 #adidas ,2023-06-28 12:57,video,9,125,-0.99,119,0,4,0,6,9,0.01,3320,3.76506,original sound musicwithyourmom,,football nfl pose ot7 adidas,
adidas,https://www.tiktok.com/@adidas,http://tiktok.com/@adidas/video/7222805740476484869,its giving ?®fitness??#coachella ,2023-04-16 20:15,video,4,116,-0.99,113,0,2,0,3,5,0,3255,3.56375,original sound Connor,,coachella,
adidas,https://www.tiktok.com/@adidas,http://tiktok.com/@adidas/video/7270920032127847712,passing the ?é§ over to @Aliyah Boston #basketball #WNBA #aliyahboston #adidas #NBA ,2023-08-24 12:03,video,27,72,-0.99,66,0,2,0,6,4,0,6239,1.15403,Aesthetic Tollan Kim,,basketball wnba aliyahboston adidas nba,
adidas,https://www.tiktok.com/@adidas,http://tiktok.com/@adidas/video/7272738549374504224,Keep going ?é§ #basketball #ericawheeler #WNBA #womensnba ,2023-08-29 9:40,video,28,63,-0.99,59,0,0,0,4,9,0.01,4780,1.31799,original sound adidas,,basketball ericawheeler wnba womensnba,
