Profile,Type,sqrt_engagement_zscore,Time_Frame,Treatment,Followers,Month,num_posts
vinted,IMAGE,-0.4505688180330047,0.0,0.0,541237,5,145
vinted,IMAGE,0.25647285177186385,0.0,0.0,541237,5,145
vinted,CAROUSEL_ALBUM,1.1961622897883133,0.0,0.0,541237,5,145
vinted,CAROUSEL_ALBUM,0.454930759124543,0.0,0.0,541237,5,145
vinted,CAROUSEL_ALBUM,-0.3138455253726781,0.0,0.0,541237,5,145
vinted,IMAGE,0.3953603151184106,0.0,0.0,541237,6,145
vinted,CAROUSEL_ALBUM,0.09079291334274073,0.0,0.0,541237,6,145
vinted,IMAGE,-0.44028814366987135,0.0,0.0,541237,6,145
vinted,IMAGE,-0.6780674058437429,0.0,0.0,541237,6,145
vinted,CAROUSEL_ALBUM,0.5305109336385154,0.0,0.0,541237,6,145
vinted,IMAGE,-0.586595775088777,0.0,0.0,541237,6,145
vinted,CAROUSEL_ALBUM,-0.8676770930546392,0.0,0.0,541237,6,145
vinted,CAROUSEL_ALBUM,-0.18616033153536365,0.0,0.0,541237,6,145
vinted,IMAGE,-1.0915984156511913,0.0,0.0,541237,6,145
vinted,IMAGE,-0.7218536794947659,0.0,0.0,541237,6,145
vinted,IMAGE,0.058789496574748135,0.0,0.0,541237,6,145
vinted,CAROUSEL_ALBUM,0.07710380899106253,0.0,0.0,541237,6,145
vinted,CAROUSEL_ALBUM,-0.1764900343519164,0.0,0.0,541237,6,145
vinted,CAROUSEL_ALBUM,-0.29892048564606566,0.0,0.0,541237,6,145
vinted,IMAGE,0.6173119913290471,0.0,0.0,541237,6,145
vinted,CAROUSEL_ALBUM,-0.35893358732229064,0.0,0.0,541237,7,145
vinted,CAROUSEL_ALBUM,-0.7439318389561428,0.0,0.0,541237,7,145
vinted,IMAGE,-0.01985800080784713,0.0,0.0,541237,7,145
vinted,IMAGE,0.22556164554492994,0.0,0.0,541237,7,145
vinted,CAROUSEL_ALBUM,-0.2642938316228201,0.0,0.0,541237,7,145
vinted,CAROUSEL_ALBUM,-0.5653722126931844,0.0,0.0,541237,7,145
vinted,IMAGE,-0.9136969235563328,0.0,0.0,541237,7,145
vinted,IMAGE,0.02194455510597908,0.0,0.0,541237,7,145
vinted,IMAGE,-0.25445083648789707,0.0,0.0,541237,7,145
vinted,CAROUSEL_ALBUM,-0.2201733785265417,0.0,0.0,541237,7,145
vinted,IMAGE,-0.0809176322259986,1.0,0.0,541237,8,145
vinted,IMAGE,-0.23483098114486717,1.0,0.0,541237,8,145
vinted,CAROUSEL_ALBUM,-0.3088647838348194,1.0,0.0,541237,8,145
vinted,reel,0.6540759424156912,1.0,0.0,541237,8,145
vinted,CAROUSEL_ALBUM,-0.33883595610674416,1.0,0.0,541237,8,145
vinted,CAROUSEL_ALBUM,-0.5442589048071499,1.0,0.0,541237,8,145
vinted,CAROUSEL_ALBUM,-0.13323105937521598,1.0,0.0,541237,8,145
vinted,IMAGE,0.3177158980750367,1.0,0.0,541237,8,145
vinted,IMAGE,-0.3740690975821786,1.0,0.0,541237,8,145
vinted,CAROUSEL_ALBUM,-0.0058818233194012975,1.0,0.0,541237,9,145
vinted,IMAGE,-0.502356293277718,1.0,0.0,541237,9,145
vinted,IMAGE,-0.2791000793658219,1.0,0.0,541237,9,145
vinted,CAROUSEL_ALBUM,-0.3038897771806605,1.0,0.0,541237,9,145
vinted,IMAGE,-0.09987079382466783,1.0,0.0,541237,9,145
vinted,IMAGE,0.3394054914548833,1.0,0.0,541237,9,145
vinted,IMAGE,-1.0855244914955238,1.0,0.0,541237,9,145
vinted,IMAGE,-0.4971483412521014,1.0,0.0,541237,9,145
vinted,IMAGE,0.5678888934581479,1.0,0.0,541237,9,145
vinted,IMAGE,-0.21529832645368374,1.0,0.0,541237,9,145
vinted,IMAGE,-0.3994152880956761,1.0,0.0,541237,9,145
vinted,IMAGE,-0.8791291121333777,1.0,0.0,541237,9,145
vinted,reel,0.14965930673028593,1.0,0.0,541237,9,145
vinted,CAROUSEL_ALBUM,-0.597249445402709,1.0,0.0,541237,10,145
vinted,IMAGE,-0.3639727903096336,1.0,0.0,541237,10,145
vinted,CAROUSEL_ALBUM,-1.061332182389106,1.0,0.0,541237,10,145
vinted,IMAGE,-0.8733987382498627,1.0,0.0,541237,10,145
vinted,CAROUSEL_ALBUM,-1.3766418728099596,1.0,0.0,541237,10,145
vinted,IMAGE,-0.44028814366987135,1.0,0.0,541237,10,145
vinted,CAROUSEL_ALBUM,-0.3841894151996625,1.0,0.0,541237,10,145
vinted,CAROUSEL_ALBUM,0.8695006689316974,1.0,0.0,541237,10,145
lenskart,CAROUSEL_ALBUM,0.3403773436123272,0.0,0.0,1045041,7,857
lenskart,reel,1.4725709088838148,0.0,0.0,1045041,7,857
lenskart,CAROUSEL_ALBUM,0.724865415214899,0.0,0.0,1045041,7,857
lenskart,reel,0.28351845280113097,0.0,0.0,1045041,7,857
lenskart,CAROUSEL_ALBUM,0.3177416744734981,0.0,0.0,1045041,7,857
lenskart,CAROUSEL_ALBUM,0.23054159908210692,0.0,0.0,1045041,7,857
lenskart,reel,-0.19620194462598226,0.0,0.0,1045041,7,857
lenskart,reel,-0.1288906076670909,0.0,0.0,1045041,7,857
lenskart,reel,-0.08063783805779182,0.0,0.0,1045041,7,857
lenskart,reel,-0.2142725783013025,0.0,0.0,1045041,7,857
lenskart,reel,-0.15881740292548485,0.0,0.0,1045041,7,857
lenskart,reel,0.12014917695960685,0.0,0.0,1045041,7,857
lenskart,reel,-0.07299236295366365,0.0,0.0,1045041,7,857
lenskart,CAROUSEL_ALBUM,0.034978204650887704,0.0,0.0,1045041,7,857
lenskart,CAROUSEL_ALBUM,0.12262063596137819,0.0,0.0,1045041,7,857
lenskart,CAROUSEL_ALBUM,-0.11675356031547449,0.0,0.0,1045041,7,857
lenskart,reel,-0.14787523175899073,0.0,0.0,1045041,7,857
lenskart,CAROUSEL_ALBUM,-0.08603179350255614,0.0,0.0,1045041,7,857
lenskart,IMAGE,-0.09223978897620837,0.0,0.0,1045041,7,857
lenskart,CAROUSEL_ALBUM,0.21931000789314337,0.0,0.0,1045041,7,857
lenskart,reel,-0.24038819512829793,0.0,0.0,1045041,7,857
lenskart,reel,-0.16734390750302158,0.0,0.0,1045041,7,857
lenskart,reel,-0.6491267675330631,0.0,0.0,1045041,7,857
lenskart,IMAGE,-0.23094616625924108,0.0,0.0,1045041,7,857
lenskart,CAROUSEL_ALBUM,-0.3191777002700991,0.0,0.0,1045041,7,857
lenskart,reel,-0.3245888252834392,0.0,0.0,1045041,7,857
lenskart,CAROUSEL_ALBUM,-0.3501512078392783,0.0,0.0,1045041,7,857
lenskart,reel,-0.3388969372873098,0.0,0.0,1045041,7,857
lenskart,CAROUSEL_ALBUM,0.22606226779834016,0.0,0.0,1045041,7,857
