Profile,Type, sqrt_engagement , Time_Frame , Num_Viral_Posts , Followers , Quarter , Comments , Likes 
pomelofashion,reel,22.20360331, 1 , 7 , 500-1000K , 2 , 5 , 420 
pomelofashion,reel,15.16575089, 1 , 7 , 500-1000K , 2 , 5 , 420 
pomelofashion,CAROUSEL_ALBUM,17.94435844, 1 , 7 , 500-1000K , 2 , 5 , 420 
pomelofashion,CAROUSEL_ALBUM,15.19868415, 1 , 7 , 500-1000K , 2 , 5 , 420 
pomelofashion,CAROUSEL_ALBUM,17.02938637, 1 , 7 , 500-1000K , 2 , 5 , 420 
pomelofashion,CAROUSEL_ALBUM,17.08800749, 1 , 7 , 500-1000K , 2 , 5 , 420 
pomelofashion,CAROUSEL_ALBUM,21.47091055, 1 , 7 , 500-1000K , 2 , 5 , 420 
pomelofashion,CAROUSEL_ALBUM,13.67479433, 1 , 7 , 500-1000K , 2 , 5 , 420 
pomelofashion,reel,25.96150997, 1 , 7 , 500-1000K , 2 , 5 , 420 
prettylittlething,reel,83.22860085, - , - , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,reel,92.0163029, - , - , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,reel,57.33236433, - , - , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,reel,183.4938691, - , - , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,reel,44.12482295, - , - , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,reel,63.78871374, - , - , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,CAROUSEL_ALBUM,44.86646855, - , - , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,CAROUSEL_ALBUM,56.49778757, - , - , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,reel,46.67976007, - , - , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,CAROUSEL_ALBUM,289.5082037, - , - , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,reel,140.0321392, - , - , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,CAROUSEL_ALBUM,59.54829972, - , - , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,reel,48.74423043, - , - , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,reel,43.15089802, - , - , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,CAROUSEL_ALBUM,35.14256678, - , - , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,reel,160.8726204, - , - , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,CAROUSEL_ALBUM, 85 , - , - , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,CAROUSEL_ALBUM,73.70210309, - , - , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,reel,93.4184136, - , - , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,reel,224.7932383, - , - , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,IMAGE,97.51410154, 1 , 5 , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,reel,95.79144012, 1 , 5 , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,reel, 56 , 1 , 5 , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,CAROUSEL_ALBUM,60.00833275, 1 , 5 , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,reel,51.41984053, 1 , 5 , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,CAROUSEL_ALBUM,162.7574883, 1 , 5 , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,CAROUSEL_ALBUM,72.55342859, 1 , 5 , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,reel,61.38403701, 1 , 5 , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,CAROUSEL_ALBUM,72.15954545, 1 , 5 , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,IMAGE,306.207446, 1 , 5 , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,reel,46.54030511, 1 , 5 , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,reel,178.081442, 1 , 5 , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,reel,75.43871685, 1 , 5 , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,CAROUSEL_ALBUM,202.259734, 1 , 5 , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,IMAGE,50.75431016, 1 , 5 , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,CAROUSEL_ALBUM,63.03967005, 1 , 5 , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,reel,192.623986, 1 , 5 , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,IMAGE,225.7321422, 1 , 5 , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,CAROUSEL_ALBUM,103.5277741, 1 , 5 , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,reel,45.08880127, 1 , 5 , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,reel,99.689518, - , - , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,reel,43.8178046, - , - , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,reel,56.84188596, - , - , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,reel,47.86439178, - , - , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,CAROUSEL_ALBUM,104.1969289, - , - , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,reel,58.62593283, - , - , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,IMAGE,210.7320574, - , - , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,CAROUSEL_ALBUM,49.28488612, - , - , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,reel,127.0511708, - , - , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,IMAGE,250.6810723, - , - , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,reel,67.58698099, - , - , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,reel,82.18880702, - , - , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,reel,69.4046108, - , - , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,reel,127.9218511, - , - , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,reel,50.25932749, - , - , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,CAROUSEL_ALBUM,264.2517739, - , - , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,IMAGE,70.66823898, - , - , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,reel,153.7400403, - , - , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,reel, 81 , - , - , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,reel,55.78530272, - , - , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,reel,63.47440429, 1 , 1 , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,reel,41.44876355, 1 , 1 , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,CAROUSEL_ALBUM,57.2974694, 1 , 1 , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,IMAGE, 139 , 1 , 1 , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,reel,50.17967716, 1 , 1 , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,reel,81.79242019, 1 , 1 , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,CAROUSEL_ALBUM,264.1022529, 1 , 1 , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,reel,101.2472222, 1 , 1 , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,reel, 85 , 1 , 1 , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,IMAGE,298.3688992, 1 , 1 , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,reel,52.11525688, 1 , 1 , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,IMAGE, 53 , 1 , 1 , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,reel,59.14389233, 1 , 1 , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,reel,46.84015371, 1 , 1 , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,reel, 45 , 1 , 1 , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,CAROUSEL_ALBUM,60.53924347, 1 , 1 , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,reel,47.2546294, 1 , 1 , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,reel,124.7878199, 1 , 1 , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,reel, 73 , 1 , 1 , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,CAROUSEL_ALBUM,177.1863426, 1 , 1 , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,CAROUSEL_ALBUM,61.91930232, - , - , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,reel, 54 , - , - , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,reel,129.2555608, - , - , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,IMAGE,134.9555482, - , - , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,CAROUSEL_ALBUM,55.22680509, - , - , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,reel,74.26977851, - , - , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,IMAGE,141.205524, - , - , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,CAROUSEL_ALBUM,61.58733636, - , - , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,reel,260.1730194, - , - , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,reel,47.44470466, - , - , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,IMAGE,62.21736092, - , - , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,CAROUSEL_ALBUM,91.03845341, - , - , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,IMAGE,83.58229478, - , - , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,reel,123.2923355, - , - , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,reel,60.30754513, - , - , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,CAROUSEL_ALBUM, 50 , - , - , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,reel,43.09292285, - , - , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,reel,92.63368718, - , - , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,reel, 56 , - , - , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,reel,65.99242381, - , - , 1500-2000K , 4 ," 29,556 "," 19,222 "
prettylittlething,CAROUSEL_ALBUM,64.42825467, 1 , 6 , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,CAROUSEL_ALBUM,70.69653457, 1 , 6 , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,CAROUSEL_ALBUM,59.28743543, 1 , 6 , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,reel,113.5209232, 1 , 6 , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,CAROUSEL_ALBUM,56.83308895, 1 , 6 , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,CAROUSEL_ALBUM,254.8313168, 1 , 6 , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,CAROUSEL_ALBUM,108.7979779, 1 , 6 , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,CAROUSEL_ALBUM,48.43552415, 1 , 6 , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,CAROUSEL_ALBUM,126.5859392, 1 , 6 , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,reel,84.33267457, 1 , 6 , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,CAROUSEL_ALBUM,83.51047838, 1 , 6 , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,CAROUSEL_ALBUM,110.2361102, 1 , 6 , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,reel,52.20153254, 1 , 6 , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,reel,118.0127112, 1 , 6 , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,reel,34.74190553, 1 , 6 , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,reel, 62 , 1 , 6 , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,reel,39.57271787, 1 , 6 , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,reel,301.1826688, 1 , 6 , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,CAROUSEL_ALBUM,42.44997055, 1 , 6 , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,reel, 66 , 1 , 6 , 1500-2000K , 1 , 505 ," 12,435 "
prettylittlething,reel,49.03060269, - , - , 1500-2000K , 2 , 282 ," 11,984 "
prettylittlething,reel,32.84813541, - , - , 1500-2000K , 2 , 282 ," 11,984 "
prettylittlething,reel,53.82378656, - , - , 1500-2000K , 2 , 282 ," 11,984 "
prettylittlething,reel,42.13074887, - , - , 1500-2000K , 2 , 282 ," 11,984 "
prettylittlething,reel, 60 , - , - , 1500-2000K , 2 , 282 ," 11,984 "
prettylittlething,reel,97.62684057, - , - , 1500-2000K , 2 , 282 ," 11,984 "
prettylittlething,reel,43.43961326, - , - , 1500-2000K , 2 , 282 ," 11,984 "
prettylittlething,CAROUSEL_ALBUM,134.9184939, - , - , 1500-2000K , 2 , 282 ," 11,984 "
prettylittlething,reel,44.46346815, - , - , 1500-2000K , 2 , 282 ," 11,984 "
prettylittlething,reel, 45 , - , - , 1500-2000K , 2 , 282 ," 11,984 "
prettylittlething,reel,41.70131892, - , - , 1500-2000K , 2 , 282 ," 11,984 "
prettylittlething,reel,49.54795657, - , - , 1500-2000K , 2 , 282 ," 11,984 "
prettylittlething,reel,105.0856793, - , - , 1500-2000K , 2 , 282 ," 11,984 "
prettylittlething,reel,47.644517, - , - , 1500-2000K , 2 , 282 ," 11,984 "
prettylittlething,reel,58.73670062, - , - , 1500-2000K , 2 , 282 ," 11,984 "
prettylittlething,CAROUSEL_ALBUM,61.56297589, - , - , 1500-2000K , 2 , 282 ," 11,984 "
prettylittlething,reel,60.90155991, - , - , 1500-2000K , 2 , 282 ," 11,984 "
prettylittlething,reel,43.48562981, - , - , 1500-2000K , 2 , 282 ," 11,984 "
prettylittlething,reel,53.27288241, - , - , 1500-2000K , 2 , 282 ," 11,984 "
prettylittlething,CAROUSEL_ALBUM,51.66236541, - , - , 1500-2000K , 2 , 282 ," 11,984 "
prettylittlething,reel,61.6116872, 1 , 2 , 1500-2000K , 2 , 282 ," 11,984 "
prettylittlething,reel,113.6705767, 1 , 2 , 1500-2000K , 2 , 282 ," 11,984 "
prettylittlething,CAROUSEL_ALBUM,69.67783005, 1 , 2 , 1500-2000K , 2 , 282 ," 11,984 "
prettylittlething,reel,39.20459157, 1 , 2 , 1500-2000K , 2 , 282 ," 11,984 "
prettylittlething,CAROUSEL_ALBUM,69.10861017, 1 , 2 , 1500-2000K , 2 , 282 ," 11,984 "
prettylittlething,reel,50.28916384, 1 , 2 , 1500-2000K , 2 , 282 ," 11,984 "
prettylittlething,CAROUSEL_ALBUM,68.84039512, 1 , 2 , 1500-2000K , 2 , 282 ," 11,984 "
prettylittlething,CAROUSEL_ALBUM,43.97726685, 1 , 2 , 1500-2000K , 2 , 282 ," 11,984 "
prettylittlething,CAROUSEL_ALBUM, 138 , 1 , 2 , 1500-2000K , 2 , 282 ," 11,984 "
prettylittlething,IMAGE,49.42671343, 1 , 2 , 1500-2000K , 2 , 282 ," 11,984 "
prettylittlething,CAROUSEL_ALBUM,97.64732459, 1 , 2 , 1500-2000K , 2 , 282 ," 11,984 "
prettylittlething,reel,77.82673063, 1 , 2 , 1500-2000K , 2 , 282 ," 11,984 "
prettylittlething,IMAGE,43.63484846, 1 , 2 , 1500-2000K , 2 , 282 ," 11,984 "
prettylittlething,CAROUSEL_ALBUM,48.95916666, 1 , 2 , 1500-2000K , 2 , 282 ," 11,984 "
prettylittlething,reel,61.64414003, 1 , 2 , 1500-2000K , 2 , 282 ," 11,984 "
prettylittlething,reel, 74 , 1 , 2 , 1500-2000K , 2 , 282 ," 11,984 "
prettylittlething,CAROUSEL_ALBUM,74.02702209, 1 , 2 , 1500-2000K , 2 , 282 ," 11,984 "
prettylittlething,reel,42.62628297, 1 , 2 , 1500-2000K , 2 , 282 ," 11,984 "
prettylittlething,reel,124.7517535, 1 , 2 , 1500-2000K , 2 , 282 ," 11,984 "
prettylittlething,reel,68.27151675, 1 , 2 , 1500-2000K , 2 , 282 ," 11,984 "
fashionphile,reel,22.09072203, - , - , 500-1000K , 4 , 39 , 532 
fashionphile,reel,42.26109322, - , - , 500-1000K , 4 , 39 , 532 
fashionphile,CAROUSEL_ALBUM,22.64950331, - , - , 500-1000K , 4 , 39 , 532 
fashionphile,reel,24.57641145, - , - , 500-1000K , 4 , 39 , 532 
fashionphile,reel, 13 , - , - , 500-1000K , 4 , 39 , 532 
fashionphile,reel, 24 , - , - , 500-1000K , 4 , 39 , 532 
fashionphile,reel,15.42724862, - , - , 500-1000K , 4 , 39 , 532 
fashionphile,reel,24.59674775, - , - , 500-1000K , 4 , 39 , 532 
fashionphile,reel,22.7815715, - , - , 500-1000K , 4 , 39 , 532 
fashionphile,reel,18.11077028, - , - , 500-1000K , 4 , 39 , 532 
fashionphile,reel,25.82634314, - , - , 500-1000K , 4 , 39 , 532 
fashionphile,IMAGE,21.37755833, - , - , 500-1000K , 4 , 39 , 532 
fashionphile,reel,45.08880127, - , - , 500-1000K , 4 , 39 , 532 
fashionphile,reel,15.58845727, - , - , 500-1000K , 4 , 39 , 532 
fashionphile,reel,16.18641406, - , - , 500-1000K , 4 , 39 , 532 
fashionphile,reel,21.28379665, - , - , 500-1000K , 4 , 39 , 532 
fashionphile,CAROUSEL_ALBUM,23.2594067, - , - , 500-1000K , 4 , 39 , 532 
fashionphile,reel,27.91057147, - , - , 500-1000K , 4 , 39 , 532 
fashionphile,reel,27.60434748, - , - , 500-1000K , 4 , 39 , 532 
fashionphile,reel,39.26830783, - , - , 500-1000K , 4 , 39 , 532 
fashionphile,reel,19.18332609, 1 , 1 , 500-1000K , 4 , 39 , 532 
fashionphile,CAROUSEL_ALBUM,12.24744871, 1 , 1 , 500-1000K , 4 , 39 , 532 
fashionphile,reel,9.539392014, 1 , 1 , 500-1000K , 4 , 39 , 532 
fashionphile,reel,21.42428529, 1 , 1 , 500-1000K , 4 , 39 , 532 
fashionphile,reel, 32 , 1 , 1 , 500-1000K , 4 , 39 , 532 
fashionphile,reel, 14 , 1 , 1 , 500-1000K , 4 , 39 , 532 
fashionphile,reel,26.36285265, 1 , 1 , 500-1000K , 1 , 15 , 968 
fashionphile,reel,45.11097427, 1 , 1 , 500-1000K , 1 , 15 , 968 
fashionphile,reel,39.67366885, 1 , 1 , 500-1000K , 1 , 15 , 968 
fashionphile,reel,20.09975124, 1 , 1 , 500-1000K , 1 , 15 , 968 
fashionphile,CAROUSEL_ALBUM,24.63736999, 1 , 1 , 500-1000K , 1 , 15 , 968 
fashionphile,reel,38.13135193, 1 , 1 , 500-1000K , 1 , 15 , 968 
fashionphile,reel,33.36165464, 1 , 1 , 500-1000K , 1 , 15 , 968 
fashionphile,reel, 39 , 1 , 1 , 500-1000K , 1 , 15 , 968 
fashionphile,reel,27.38612788, 1 , 1 , 500-1000K , 1 , 15 , 968 
fashionphile,reel,25.47547841, 1 , 1 , 500-1000K , 1 , 15 , 968 
fashionphile,reel,21.65640783, 1 , 1 , 500-1000K , 1 , 15 , 968 
fashionphile,reel,25.35744467, 1 , 1 , 500-1000K , 1 , 15 , 968 
fashionphile,reel, 13 , 1 , 1 , 500-1000K , 1 , 15 , 968 
fashionphile,reel,22.56102835, 1 , 1 , 500-1000K , 1 , 15 , 968 
fashionphile,reel,24.41311123, - , - , 500-1000K , 3 , 39 , 783 
fashionphile,reel, 24 , - , - , 500-1000K , 3 , 39 , 783 
fashionphile,reel,24.55605832, - , - , 500-1000K , 3 , 39 , 783 
fashionphile,IGTV,10.77032961, - , - , 500-1000K , 3 , 39 , 783 
fashionphile,reel,28.53068524, - , - , 500-1000K , 3 , 39 , 783 
fashionphile,IMAGE, 9 , - , - , 500-1000K , 3 , 39 , 783 
fashionphile,reel, 20 , - , - , 500-1000K , 3 , 39 , 783 
fashionphile,reel,25.43619468, - , - , 500-1000K , 3 , 39 , 783 
fashionphile,reel,25.74878638, - , - , 500-1000K , 3 , 39 , 783 
fashionphile,IMAGE,21.9089023, - , - , 500-1000K , 3 , 39 , 783 
fashionphile,reel,23.06512519, - , - , 500-1000K , 3 , 39 , 783 
fashionphile,reel,17.32050808, - , - , 500-1000K , 3 , 39 , 783 
fashionphile,reel,23.40939982, - , - , 500-1000K , 3 , 39 , 783 
fashionphile,reel, 42 , - , - , 500-1000K , 3 , 39 , 783 
fashionphile,reel,21.63330765, - , - , 500-1000K , 3 , 39 , 783 
fashionphile,reel,10.67707825, - , - , 500-1000K , 3 , 39 , 783 
fashionphile,reel,18.41195264, - , - , 500-1000K , 3 , 39 , 783 
fashionphile,reel,22.53885534, - , - , 500-1000K , 3 , 39 , 783 
fashionphile,reel,41.38840417, - , - , 500-1000K , 3 , 39 , 783 
fashionphile,reel,26.64582519, - , - , 500-1000K , 3 , 39 , 783 
fashionphile,reel,16.76305461, 1 , 4 , 500-1000K , 3 , 39 , 783 
fashionphile,reel,37.49666652, 1 , 4 , 500-1000K , 3 , 39 , 783 
fashionphile,reel,27.89265136, 1 , 4 , 500-1000K , 3 , 39 , 783 
fashionphile,reel,41.20679556, 1 , 4 , 500-1000K , 3 , 39 , 783 
fashionphile,reel,26.2488095, 1 , 4 , 500-1000K , 3 , 39 , 783 
fashionphile,reel,12.68857754, 1 , 4 , 500-1000K , 3 , 39 , 783 
fashionphile,reel,30.49590136, 1 , 4 , 500-1000K , 3 , 39 , 783 
fashionphile,reel,11.18033989, 1 , 4 , 500-1000K , 3 , 39 , 783 
fashionphile,reel,28.72281323, 1 , 4 , 500-1000K , 3 , 39 , 783 
fashionphile,reel,44.05678154, 1 , 4 , 500-1000K , 3 , 39 , 783 
fashionphile,reel,25.98076211, 1 , 4 , 500-1000K , 4 , 39 , 532 
fashionphile,reel,22.4053565, 1 , 4 , 500-1000K , 4 , 39 , 532 
fashionphile,reel,31.20897307, 1 , 4 , 500-1000K , 4 , 39 , 532 
fashionphile,reel,22.06807649, 1 , 4 , 500-1000K , 4 , 39 , 532 
fashionphile,reel,14.79864859, 1 , 4 , 500-1000K , 4 , 39 , 532 
fashionphile,reel,15.13274595, 1 , 4 , 500-1000K , 4 , 39 , 532 
fashionphile,reel,34.20526275, 1 , 4 , 500-1000K , 4 , 39 , 532 
fashionphile,reel, 16 , 1 , 4 , 500-1000K , 4 , 39 , 532 
fashionphile,reel,29.69848481, 1 , 4 , 500-1000K , 4 , 39 , 532 
fashionphile,reel,18.68154169, 1 , 4 , 500-1000K , 4 , 39 , 532 
